id,name,beef_type,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
292355,POTAGE WASHINGTON,False,,2,2,1955,1957,0.0,0.0
141696,VERMICELLES MIT RAHM,False,,6,6,1957,1983,0.0,0.0
27817,FLAGEOLETS BEANS,False,,2,2,1900,1900,0.5,0.5
148300,PENNE FACON GRAND-MERE,False,,1,1,0,0,0.0,0.0
36292,CONSOMMÉ À LA MONACO,False,,4,4,1900,1906,0.0,0.0
430611,FRUIT SALAD EN SEASON,False,,1,1,1914,1914,,
53274,EISCHAUM-NOCKEN,False,,2,2,1901,1901,0.0,0.0
439067,GATEAUX ST HONORE,False,,1,1,1895,1895,,
291973,BELGIAN ENDIVES IN BROWN BUTTER,False,,2,2,1959,1959,,
82285,"VEUVE CLICQOUT, GOLD LABEL, BRUT",False,,1,1,1900,1900,2.0,3.75
293589,CREAM CAROLINE SOUP,False,,1,1,1953,1953,0.0,0.0
292628,MARTIN'S V V O (20 YRS),False,,1,1,1957,1957,1.25,1.25
323927,CH BRANE-CANTENAC (CANTENAC) 1899,False,,1,1,1939,1939,0.0,0.0
114303,"OTARD, DUPUY & CO GOLD SEAL, 1820",False,,1,1,1892,1892,6.0,6.0
196860,HOLLANDAISE-SALAT,False,,1,1,1910,1910,0.0,0.0
251774,"SUPREME OF CHICKEN, SAUTE CACCIATORA",False,,1,1,1959,1959,0.0,0.0
476680,GREEN GODDESS,False,,2,2,0,0,,
174263,"HUEVOS RANCHEROS (FRIED EGGS ON TORTILLA, SERVED WITH TOMATO SAUCE)",False,,1,1,1966,1966,1.85,1.85
351534,GRENADINE COCKTAIL,False,,11,11,1932,1933,0.0,0.0
195402,MALTESER REIS-CREME,False,,2,2,1910,1910,0.0,0.0
423771,CLAM CHOWDER WITH WAFERS OR HOME-MADE BREAD (FRIDAY),False,,1,1,1915,1915,0.15,0.15
341541,"PRIME RIB OF BEEF, PAN GRAVY",True,,1,1,1934,1934,0.85,0.85
408167,CUP CAKES (3),False,,1,1,1917,1917,0.05,0.05
65783,ALTER SHERRY,False,,2,2,1901,1901,0.0,0.0
500686,"LOBSTER, FULL ORDER",False,,1,1,1913,1913,0.7,0.7
351394,"COFFEE ICE CREAM, CARAMEL SAUCE",False,,4,4,1933,1933,0.0,0.0
223420,CORNED BEEFON RUSSIAN RYE BREAD,False,,1,1,1965,1965,1.5,1.5
56692,ROAST TAME DUCK & JELLY,False,,2,2,1900,1900,0.0,0.0
217066,THE DE MENTHE,False,,10,10,1937,1972,,
329501,BROILED FRESH POMPANO FILET IN LEMON BUTTER,False,,1,1,1940,1940,1.15,1.15
145777,ICE CREAM - PAPPAGALLO'S SPECIALITY,False,,1,1,0,0,0.0,0.0
4616,ESSENCE OF CHICKEN,False,,5,5,1900,1907,0.3,0.3
340916,GNOCCHI DI PATATE ALLA VENETA,False,,1,1,1980,1980,0.0,0.0
474305,"TRIPES A LA POLONAISE, PP",False,,1,1,1912,1912,0.0,0.0
361158,"SHORE DINNER, LESS CRAB AND CHICKEN",False,,1,1,1938,1938,0.0,0.0
102648,ITALIAN HAM,False,,16,16,1900,1973,0.1,0.1
465175,ROAST DUCK WITH ORANGE SAUCE,False,,1,1,1978,1978,,
394889,OYSTER (SADDLE ROCKS) FRY,False,,1,1,1917,1917,0.5,0.5
1210,"LETTUCE, FRENCH DRESSING",False,,71,71,1890,1928,0.1,0.35
428874,"SWEETBREAD, TZARINE",False,,6,6,1912,1915,0.75,0.75
452687,"[COLD] EGG, ROBINSON",False,,1,1,0,0,0.0,0.0
71818,"SWEETBREAD CUTLETS, PARISIAN FASHION",False,,1,1,1891,1891,0.0,0.0
952,BRAWN,False,,158,158,1892,1910,0.0,0.0
136635,SOLE GRILLEE BEURRE MAITRE-D HOTEL,False,,1,1,1976,1976,0.0,0.0
249208,HALF FRIED SPRING CHICKEN ( 25 MINS),False,,1,1,1957,1957,2.25,2.25
336735,"*WHITEFISH, AMENDINE",False,,1,1,1937,1937,0.0,0.0
435886,OYSTER OMELETTE WITH CREAMED POTATOES,False,,1,1,1914,1914,0.5,0.5
80193,KOFFIE,False,,19,19,1887,1973,0.0,0.0
493662,MADÈRE,False,,4,4,1880,1928,0.0,0.0
293494,"BOILED FRESH BRISKET OF BEEF, HORSERADISH SAUCE, BOUILLON POTATOES",True,,2,2,1953,1953,0.0,0.0
308865,"CANARDS A TETE ROUGE, SALADE DE LAITUE",False,,1,1,1892,1892,0.0,0.0
451459,MOET AND CHANDON DRY IMPERIAL 1884,False,,1,1,1888,1888,,
384588,BROILED GUINEA CHICKEN,False,,91,92,1918,2928,0.1,1.75
231927,"SHRIMP VEGETABLE FRESH SHRIMP COOKED WITH HEARTS OF CHINESE GREENS, MUSHROOMS AND WATER CHESTNUTS",False,,1,1,1967,1967,2.95,2.95
241639,TOSTA DE CREVETTES ROTHSCHILD,False,,1,1,1958,1958,24.0,24.0
319354,"FRESH JUMBO SHRIMPS (BREADED) WITH TARTAR SAUCE, FRENCH FRIED POTATOES AND COLE SLAW",False,,1,1,1943,1943,0.0,0.0
294885,"HOT SLICED TURKEY SANDWICH MORNAY, IN POTATO BORDURE, WITH FRESH ASPARAGUS",False,,1,1,1953,1953,1.65,1.65
470748,LE POTAGE,False,,1,1,1977,1977,,
75264,ROQUEFORT CHEESE AND BENT'S CRACKERS,False,,1,1,1898,1898,0.0,0.0
2812,PAUL JONES,False,,13,13,1900,1959,0.1,1.5
104232,SCHWESERPASTETEN,False,,1,1,1891,1891,0.0,0.0
311611,COFFEE SUNDAE,False,,3,3,1939,1948,0.25,0.3
496200,PLANKED EXTRA DELMONICO STEAK,False,,1,1,1913,1913,2.5,2.5
451220,34- MAVRODAPHNE ACHAIA CLAUSS,False,,1,1,1959,1959,3.75,3.75
260648,LASAGNES GRATINIERI,False,,1,1,1987,1987,0.0,0.0
124451,NEW BEETS FINES HERBES,False,,1,1,1901,1901,0.0,0.0
118619,PERDREAUX FLANQUES DE CAILLES SUR CANAPE,False,,1,1,1898,1898,0.0,0.0
143368,RUDESHEIMER 1962 LANGENBACH,False,,1,1,0,0,0.0,0.0
501292,"PERRIER, JOUET & CO EX SP DRY 1900",False,,1,1,1913,1913,,
363062,JELLIED ESSENCE OF BEEF TOMATO OR OKRA,True,,1,1,1933,1933,0.0,0.0
305457,HEAD LETTUCE WITH THOUSAND ISLAND DRESSING,False,,2,2,1944,1947,0.0,0.0
342208,"BROILED LOBSTER DAINTIES, [DENMARK], DRAWN BUTTER, BROCCOLI, FRENCH FRIED POTATOES",False,,1,1,1962,1962,0.0,0.0
244104,AMYCHILI W/MEAT & BEANS (SEASONAL),False,,1,1,1985,1985,0.0,0.0
375682,JOB GENUINE JN BARDOU) 100 LEAVES,False,,2,2,1920,1920,0.1,0.1
126273,CREME D'ASPERGES NOUVELLES AUX FLEURONS,False,,1,1,1906,1906,0.0,0.0
442800,"TOMATO, STUFFED A LA MEYER (1)",False,,1,1,1914,1914,0.35,0.35
160729,"KONIGSBERGER KLOPS IN KAPERNSAUCE, ROTE BETE, KARTOFFELN",False,,1,1,1965,1965,0.0,0.0
296409,KIPPERED ALASKA COD,False,,1,1,1955,1955,0.0,0.0
377462,"SARDINE, WHOLE",False,,1,1,1919,1919,0.4,0.4
496347,SPECIAL-OLD=FASHIONED STRAWBERRY SHORT CAKE,False,,1,1,1913,1913,0.1,0.1
304135,FRIED CHERRYSTONE CLAMS (9),False,,2,2,1945,1945,0.65,0.65
341505,APFELSINEN-EIS MIT GEBACK,False,,1,1,1935,1935,0.0,0.0
463188,CHICKEN FRICASSEE WITH BOILED RICE,False,,1,1,0,0,0.0,0.0
506991,NEU SELTERS,False,,1,1,1918,1918,0.2,0.2
474218,"FRIED MACKEREL, MUSTARD SAUCE",False,,1,1,1912,1912,0.75,0.75
128329,"LITTLE NECK CLAMS, ROASTED IN SHELL",False,,1,1,1900,1900,0.35,0.35
234904,ROOT BEER BLUE SKY SODA,False,,1,1,1984,1984,1.0,1.0
348598,"SAVENNIERES, CHATEAU DE CHAMBOUREAU",False,,1,1,1938,1938,0.0,0.0
93027,ECARLATE,False,,1,1,1895,1895,,
80606,"BRANDY, MARTEL XXX",False,,1,1,1892,1892,2.5,24.0
234259,BRANDY (DOMESTIC),False,,3,3,1947,1966,0.38,0.8
170818,"1964ER CHATEAU LA TOUR GAYET, COTES DE BLAYE AC",False,,1,1,0,0,0.0,0.0
118440,FARCIRTER PUTER A L'IMPERIALE,False,,1,1,1899,1899,0.0,0.0
40684,SMALL TENDERLOIN STEAK AUX OLIVES,False,,2,2,1900,1900,0.0,0.0
509500,"ZWIEBELFLEISCH MIT SPÄTZLE, GEMISCHTER SALAT",False,,1,1,1978,1978,0.0,0.0
368779,"SOUP, PUREE JACKSON WITH LEEKS AND CELERY",False,,1,1,1927,1927,0.0,0.0
111775,LEXINGTON APPETIZER,False,,1,1,1907,1907,0.0,0.0
479488,"SOUTHER COLADA - SOUTHERN COMFORT, ANANASSAFT, KOKOSNUSSCREME",False,,1,1,0,0,0.0,0.0
377526,"HAM, REDUCED PORTION WITH (2) EGGS",False,,1,1,1919,1919,0.7,0.7
223882,MUNCHNER SAUERKRAUTPLATTE REICH GARNIERT,False,,1,1,1978,1978,0.0,0.0
507483,CHAMPIGNONS À LA CREME M RISTET BRØD,False,,1,1,0,0,0.0,0.0
68720,APPLE OR PEACH PIE,False,,9,9,1900,1917,0.05,0.15
141005,CAILLES ROTIES (2 PIECES),False,,1,1,0,0,0.0,0.0
492412,FILET OF BEEF WITH MUSHROOMS,True,,1,1,1913,1913,,
383655,"CODFISH TONGUES, BROWN BUTTER",False,,13,13,1912,1916,0.35,0.65
452984,CHARLOTTE KLONDYKE,False,,1,2,0,0,0.0,0.0
159687,SHERRY DRY 5 CL,False,,1,1,0,0,0.0,0.0
401862,"TURKEY CUTLETS, CREAMED CARROTS AND GREEN PEAS",False,,1,1,1917,1917,0.65,0.65
65393,"BEATRICE CAKE, PER LB",False,,1,1,1900,1900,0.0,0.0
490774,"FILET OF BEEF, PIQUE, COLBERT",True,,1,1,1900,1900,,
45137,BRANDY PEACHES PRESERVES,False,,2,2,1898,1900,0.3,0.5
437737,HIS EYE BEGETS OCCASION FOR HIS WIT,False,,1,1,1914,1914,,
239709,"VERSCHIEDENE GEFULLTE EIER, GARNIERT, BUTTER UND BROT",False,,1,1,1958,1958,0.0,0.0
35623,BUTTER SERVED FREE WITH ORDERS AMOUNTING TO 40C,False,,1,1,1901,1901,0.0,0.0
232786,CONSOMME BELLE FERMIERE,False,,7,7,1953,1965,0.0,0.0
461512,"ROAST BEEF, PER CUT",True,,5,5,1914,1914,0.5,0.5
272290,TWO BROILED PORK CHOPS * FF POTATO,False,,1,1,1961,1961,1.6,2.0
90067,CHOCOLATE DRINK,False,,10,10,1900,1958,0.1,0.35
336926,BROILED BC SALMON,False,,2,2,1937,1937,0.0,0.0
498937,FRIED HAM AND ONE FRIED EGG,False,,2,2,1913,1913,,
139503,GRAVAD STROMMING MAYONAISE,False,,1,1,1961,1961,0.0,0.0
479871,BLATTSALATE MIT HANDGESCHÖPFTEM SCHAFSKÄSE,False,,1,1,0,0,0.0,0.0
290901,MIRTILLI GREMOLATA,False,,1,1,1963,1963,0.0,0.0
393414,SEIDEL 20,False,,1,1,1917,1917,0.4,0.75
79917,BOMBE REGENCE,False,,1,1,1906,1906,0.4,0.4
229253,"L'ENTRECOTE A LA BERCY - NEW YORK STRIP STEAK, WITH SHALLOTS, AND FRENCH FRIED POTATOES",False,,1,1,1981,1981,0.0,0.0
320763,EGG NOGG WITH BRANDY,False,,3,3,1941,1943,0.65,0.75
112781,RINDERZUNGE ROASTBEEF,False,,1,1,1899,1899,0.0,0.0
84768,JOHANNISBERG CLAUSS '86,False,,2,2,1900,1900,1.6,3.0
488107,SPARKLING BURGUNDY,False,,3,3,1913,1918,1.65,3.5
414243,RYE BREAD AND BUTTER,False,,1,1,1942,1942,0.15,0.15
463027,"EGG, ROSE",False,,1,1,0,0,0.0,0.0
254227,"ORANGE YOU GLAD YOU WILL BE WHEN YOU TASTE THIS SPECIAL BLEND OF MANDARIN ORANGE SHERBET, ORANGE JUICE AND GINGER",False,,1,1,1987,1987,1.75,1.75
328172,BREAST OF CHICKEN IN CREAM IN SHOESTRING POTATO NEST,False,,1,1,1940,1940,1.0,1.0
323774,SURPRISE OF FRUIT,False,,1,1,1939,1939,0.0,0.0
276177,CILL MANTAIN PEAS,False,,1,1,1963,1963,0.0,0.0
190157,"CHINESE MUSHROOMS AND PORK CHOW MEIN (PAN FRIED NOODLES, SOFT OR CRISP)",False,,1,1,0,0,0.7,1.3
433070,"BANANA FRITTERS, BRANDY SAUCE",False,,3,3,1914,1914,0.1,0.1
480179,1954ER OCKFENER BECKSTEIN,False,,1,1,0,0,0.0,0.0
435474,TORTUE VERTE AU MARSALA,False,,1,1,1914,1914,,
354474,*FILET OF SOLE WITH FRESH SPINACH FLORENTINE,False,,1,1,1933,1933,0.0,0.0
186399,ROLLED OATS WITH MILK,False,,5,5,1919,1948,0.2,0.3
260800,ETWAS KOSTLICH ERFISCHENDES 1/2 LITER LAGERBIER (HELL),False,,1,1,1962,1962,0.0,0.0
64969,"RUMPSTEAK, HERB-BUTTER, TURKISH PEAS, FRIED POTATOES",False,,1,1,1901,1901,0.0,0.0
9425,PUREE ST GERMAIN,False,,4,4,1900,1906,0.2,0.35
88200,"LOBSTER, NEPTUNE",False,,2,2,1905,1905,0.7,1.25
108199,SCUPPERNUNG,False,,1,1,1900,1900,0.0,0.0
195420,GESALZ SPANISCHE MAKRELE COWING,False,,1,1,1910,1910,0.0,0.0
306282,BEAN SPROUT FOO YOUNG DAN,False,,1,1,1944,1944,0.5,0.5
26652,STEWED NEW BEETS,False,,3,3,1900,1906,0.1,0.1
497953,"VEAL CUTLET BREADED, TOMATO",False,,0,0,0,0,0.0,0.0
463537,MARTINEZ DEL CERRO AMONTILLADO SHERRY,False,,1,1,0,0,0.0,0.0
99490,HAMBURGER ROAST TOMATO SAUCE,False,,2,2,1900,1906,0.0,0.0
486991,"CALF'S BRAINS FRIED, TOMATO SAUCE",False,,2,2,1913,1913,0.45,0.45
213564,HALF FLORIDA GRAPEFRUIT (IN SEASON),False,,1,1,1975,1975,0.7,0.7
93339,"MANUEL GARCIA, PURITANOS",False,,4,4,1900,1920,0.15,8.75
131082,MT VERNON CHERRY WHIPS,False,,1,1,1901,1901,0.0,0.0
321713,"CONCH STEW WITH PEAS & RICE, COLESLAW, POTATO SALAD, VEGETABLES OR BAKE POTATO",False,,1,1,1995,1995,15.0,15.0
193566,PRUNEAUX A L'ARMAGNAC (GLACE VANILLE),False,,1,1,0,0,0.0,0.0
401855,"LOIN LAMB CHOP, BRUSSELS SPROUTS (15 MIN)",False,,1,1,1917,1917,0.45,0.45
236264,LE GATEAU MAISON (RUM CAKE),False,,1,1,0,0,0.85,0.85
497446,CHÂTEAU ÉVANGILE 1967,False,,1,1,1976,1976,0.0,0.0
456728,TOASTED ROLLS WITH WITH A SMALL PITCHER OF CREAM AND WITH BUTTER,False,,1,1,0,0,0.0,0.0
235817,BAVAROIS AUX FRAMBOISES CHANTILLY,False,,2,2,1966,1966,0.0,0.0
137931,GRAN FRITTO DI MISTO MARE,False,,1,1,1980,1980,0.0,0.0
278471,OMBLE CHEVALIER AU BEURRE BLANC,False,,1,1,1990,1990,0.0,0.0
64182,FRICANDEAU VEAL AND OLIVES,False,,1,1,1900,1900,0.0,0.0
350837,SHAD ROE SAUTE MEUNIERE,False,,13,14,1933,1933,1.25,1.35
248003,"BROILED LAMP CHOPS, TWO",False,,1,1,1957,1957,2.75,2.75
122401,"PEPPER-POT, PHILADELPHIA STYLE",False,,1,1,1900,1900,0.0,0.0
336242,KRUMBLES,False,,3,3,1921,1937,0.0,0.0
399522,"STRAWBERRY, PEACH OR RASPBERRY JAM",False,,1,1,1917,1917,0.2,0.2
110817,LADY CAKES,False,,2,2,1907,1921,0.0,0.0
134232,BUERGERBRAU,False,,1,1,1900,1900,0.0,0.0
229657,PEACH COCKTAIL WITH SCHWARZWALD KIRSCH,False,,2,2,1965,1965,0.0,0.0
367522,SEA FOOD A LA MIRAMAR,False,,1,1,1933,1933,0.0,0.0
18775,POUDING A L'IMPERATRIX,False,,1,1,1900,1900,,
207444,"BLUE CHEESE DRESSING, EXTRA",False,,1,1,1969,1969,0.25,0.25
425017,HOT + BUNS,False,,1,1,1915,1915,0.05,0.05
395720,DINNER READY,False,,1,1,1917,1917,,
109996,"CREAM OF FOWL, SOUFFLE",False,,1,1,1907,1907,0.0,0.0
87553,"VEAL BRAINS, AU BEURRE NOIR",False,,1,1,1901,1901,0.0,0.0
435746,GREEN RIVER WHISKY,False,,1,1,1914,1914,0.15,0.15
456495,"LOBSTER NEWBURG, MARYLAND",False,,0,0,0,0,0.0,0.0
323938,CHATEAUNEUF DU PAPE 1933,False,,2,2,1939,1939,,
251227,ST IVEL CHEESE,False,,2,2,1925,1959,,
142989,VINTAGE PORT MARTINEZ 1963,False,,1,1,1974,1974,0.0,0.0
484955,FRESH HOME=MADE RHUBARB PIE,False,,7,8,1913,1913,0.05,0.05
456601,LETTUCE AND GREEN PEPPER SALAD,False,,1,1,0,0,0.0,0.0
412450,CREAM OF WILD CHERRY BRANDY,False,,2,2,1917,1917,0.3,0.3
435792,ALLASH CORDIAL,False,,1,1,1914,1914,0.15,0.15
514818,STANDARD BRANDS BLENDED RYE,False,,1,1,0,0,0.0,0.0
471273,EGGS AND RAREBITS,False,,1,1,1957,1957,,
416761,DELIKATESS-HÄRING,False,,1,1,1906,1906,,
379205,CLUB STEAK WITH MUSHROOMS,False,,9,9,1917,1919,2.75,3.7
454936,CHATEAU LATOUR BLANCHE B & G SAUTERNES,False,,1,1,0,0,0.0,0.0
283273,GASTON DE LA GRANGE NAPOLEAN COGNAC,False,,1,1,1990,1990,0.0,0.0
19720,HOT OATMEAL AND CREAM,False,,2,2,1900,1900,0.2,0.2
21522,MEXICAN TAMALES,False,,2,2,1901,1901,0.25,0.25
413843,FR OCHSENBRUST FLAMISCH MIT BOUILLONKARTOFFELN UND SAHNEMEERRETTICH,False,,1,1,1973,1973,0.0,0.0
65644,MIGNARDISES,False,,98,103,1905,1990,0.5,0.5
428742,SORBET CURACAO,False,,1,1,1915,1915,0.4,0.4
219673,"CALIFORNIA FRESH FRUIT SALAD, WITH COTTAGE CHEESE, SOUR CREAM",False,,1,1,1979,1979,6.5,6.5
341888,SPECIAL CUP OF TEA,False,,1,1,1935,1935,0.0,0.0
111324,INDIVIDUAL WEDDING CAKES FOR EVERYBODY,False,,1,1,1907,1907,0.0,0.0
404365,"BROILED FLOUNDER, MAITRE D'HOTEL",False,,1,1,1917,1917,0.55,0.55
383374,MONKS BEARD [SALAD],False,,1,1,1916,1916,0.4,0.4
396047,OLD NAVY SCOTCH WHISKEY,False,,2,2,1917,1917,0.3,2.5
387942,"ROAST HOT HOUSE BABY LAMB, MINT SAUCE",False,,1,1,1918,1918,,
88791,"OMELETS, VARIES",False,,1,1,1897,1897,0.0,0.0
452151,"TAVERNE ROSE PINK, BRUT",False,,1,1,0,0,0.0,0.0
116614,FLANNEL CAKES WITH GENUINE MAPLE SYRUP,False,,1,1,1899,1899,0.0,0.0
37410,KALBFLEISCH FRICASSEE,False,,1,1,1901,1901,0.0,0.0
446024,"BAKED SAGO PUDDING, LEMON CREAM SAUCE",False,,1,1,1917,1917,0.15,0.15
138395,ROAST BEEF CALIENTE (SANDWICH),True,,1,1,0,0,22.0,22.0
439311,COLD FERRIS HAM,False,,1,1,1905,1905,,
469818,SCRAMBLED EGGS WITH TRUFFLES,False,,1,1,1912,1912,1.0,1.0
339165,BANANA ROYAL PARFAIT,False,,1,1,1937,1937,0.0,0.0
256276,TOMME DE SAVOIE CHEESE,False,,2,2,1959,1963,0.0,0.0
407548,KAFFEE,False,,2,2,0,0,0.0,0.0
422736,"BROILED SWEETBREADS, GREEN PEAS",False,,1,1,1915,1915,0.6,0.6
286986,ASSORTMENT OF RELISHES,False,,1,1,1963,1963,0.0,0.0
361105,STUFFED TOMATO 40,False,,4,4,1933,1933,0.0,0.0
173991,RAVIOLO WITH CRABMEAT,False,,1,1,0,0,0.0,0.0
314556,POTATOES OR POT CHEESE WITH SOUR CREAM,False,,1,1,1948,1948,0.95,0.95
452805,"FROGS' LEGS, AMERICAN STYLE",False,,2,2,0,0,0.0,0.0
406726,"BROILED BREADED CHICKEN, DEVILED",False,,1,1,1917,1917,1.5,1.5
486064,TOMATOES OR CUCUMBERS AND LETTUCE,False,,1,1,1913,1913,0.15,0.15
321858,"PRIME FILET MIGNON, WITH FRENCH FRIED POTATOES AND SALAD",False,,1,1,1972,1972,9.25,9.25
391112,"LONDON BROIL ON TOAST, TOMATO SAUCE",False,,1,1,1918,1918,,
137844,FISH MEUNIERE,False,,1,1,1968,1968,0.0,0.0
460870,BROILED SMALL STEAK WITH POTATOES,False,,1,1,0,0,0.0,0.0
386181,WHITE ROCK MINERAL WATER,False,,20,20,1912,1918,0.15,0.5
299974,"AUFSCHNITTPLATTE, BUTTER UND BROT",False,,1,1,1955,1955,0.0,0.0
96788,SMALL PATTIES A LA ROYALE,False,,1,1,1894,1894,0.0,0.0
8866,SARSAPARILLA IMPORTED,False,,2,2,1901,1901,0.25,0.25
29876,"CANVAS BACK DUCK, WITH FRIED HOMINY",False,,1,1,1900,1900,0.0,0.0
70222,CAFE PUDDING,False,,1,1,1907,1907,0.25,0.25
199170,ROASTBEEF TRIANON,False,,1,1,1910,1910,0.0,0.0
329018,FRIED (3) OYSTERS,False,,1,1,1940,1940,0.25,0.25
412495,FRIED CODFISH CAKES TOMATOE SCE,False,,1,1,1917,1917,0.25,0.25
15868,"BREAST OF LAMB, JARDINIERE",False,,3,3,1893,1900,0.0,0.0
386017,FRIED OR GRILLED SWEETS POTATOES,False,,4,4,1918,1918,0.25,0.25
427065,4- MT POCONO BROOK TROUT -FISHERMAN STYLE CRISPY JULIENNE POTATOES CREAMY COLE SLAW,False,,1,0,1959,1959,3.0,3.0
13018,TOAST AU LAIT,False,,4,4,1900,1906,0.2,0.25
70553,"OLD GOLDEN, GONZALES, BYASS & CO",False,,1,1,1900,1900,0.75,1.5
455190,"CORN FRITTERS, SPAGHETTI WITH CHEESE, NEW CAULIFLOWER, SWEET POTATO",False,,1,1,0,0,0.0,0.0
25445,BERNCASTELER DOCTOR,False,,27,30,1893,1969,0.0,14.0
235066,BORSCHT KOOP,False,,1,1,1969,1969,1.3,1.3
215582,COLD: PICKLED PORK,False,,1,1,1901,1901,0.0,0.0
132793,CREPE SUZETTE,False,,15,22,1931,1962,0.0,2.25
158772,"PINOT GRIGIO, SANTA MARGHERITA",False,,2,2,1984,2012,8.95,12.5
497982,SAINT-MARCEAUX VERY DRY,False,,1,1,1913,1913,0.0,0.0
24641,"POTATOES, SAUTEES OR STEWED",False,,2,2,1900,1901,0.1,0.15
99613,GENUINE GRUYERE CREAM CHEESE,False,,2,2,1900,1900,0.35,0.35
58304,SHRIMP RICE CURRY,False,,1,1,1900,1900,0.0,0.0
218219,ARTICHOKES OLIVE OIL,False,,1,1,1973,1973,0.0,0.0
276746,"SCHWEINSKOTELETTE VOM GRILL, POMMES FRITES UND TOMATENSALAT",False,,1,1,1959,1959,0.0,0.0
418808,CAFE FRAPPE AU KIRSCHE,False,,1,1,1918,1918,0.35,0.35
253651,"WALDORF SALAD, GARNI",False,,1,1,1987,1987,0.0,0.0
406024,TURKEY CROQUETTES AND CREAM SAUCE,False,,1,1,1917,1917,0.2,0.2
486757,"TENDERLOIN STEAK, WITH TRUFFLES",False,,1,1,1913,1913,2.0,2.0
442863,"ANHEUSER BUSH, BUDWEISER",False,,1,1,1914,1914,0.2,0.2
142807,ESCALOPINE OF VEAL AU MARSALA,False,,2,2,1955,1961,0.0,0.0
