LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
4700,HONOLULU,HI,96813,722310.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,1.0,04/16/2020,"Readycap Lending, LLC",HI-01
8125,WAILUKU,HI,96793,541990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/13/2020,Bank of Hawaii,HI-02
71400,AIEA,HI,96701,621111.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,5.0,04/05/2020,"ASB, FSB",HI-01
28537,HILO,HI,96720,441310.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,1.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
3700,MILILANI,HI,96789,611710.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,05/06/2020,"American Savings Bank, FSB(First State Bank)",HI-01
11592,HALEIWA,HI,96712,561520.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,7.0,05/11/2020,Bank of Hawaii,HI-02
39500,PEARL CITY,HI,96782,999990.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-01
21500,HONOLULU,HI,96819,424410.0,Corporation,Asian,Male Owned,Non-Veteran,4.0,05/20/2020,Hawaii National Bank.,HI-01
12347,WAIPAHU,HI,96797,238220.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,07/27/2020,"Kabbage, Inc.",HI-01
50000,KAMUELA,HI,96743,531190.0,Corporation,Unanswered,Unanswered,Unanswered,,04/14/2020,Central Pacific Bank,HI-02
20832.5,PAIA,HI,96779,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,05/20/2020,FIRST HAWAIIAN BANK,HI-02
4400,HONOLULU,HI,96814,541910.0,Corporation,Asian,Male Owned,Non-Veteran,3.0,05/11/2020,Hawaii National Bank.,HI-01
52000,WAILUKU,HI,96793,621111.0,Limited  Liability Company(LLC),White,Male Owned,Veteran,4.0,04/10/2020,Central Pacific Bank,HI-02
21067,KAHULUI,HI,96732,811111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,05/08/2020,Bank of Hawaii,HI-02
6400,KAILUA KONA,HI,96740,561520.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Central Pacific Bank,HI-02
8985,KAPOLEI,HI,96707,339920.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,FIRST HAWAIIAN BANK,HI-02
138200,HONOLULU,HI,96816,541330.0,Corporation,Unknown,,Unanswered,12.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
54900,KILAUEA,HI,96754,532490.0,Corporation,White,Male Owned,Non-Veteran,9.0,04/15/2020,FIRST HAWAIIAN BANK,HI-02
57355,HONOLULU,HI,96814,446120.0,Corporation,Unknown,,Unanswered,8.0,04/28/2020,Central Pacific Bank,HI-01
53400,HONOLULU,HI,96826,722511.0,Limited  Liability Company(LLC),Unknown,,Unanswered,18.0,04/11/2020,Central Pacific Bank,HI-01
15900,HONOLULU,HI,96815,448110.0,Corporation,Unknown,,Unanswered,2.0,05/01/2020,"American Savings Bank, FSB(First State Bank)",HI-01
15000,KAPAA,HI,96746,611620.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,14.0,04/27/2020,Kaua'i Government Employees' FCU;,HI-02
39334,PEARL CITY,HI,96782,238330.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,04/28/2020,Central Pacific Bank,HI-01
112672,HANA,HI,96713,445110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,14.0,2020-05-18,Bank of Hawaii,HI-02
7400,AIEA,HI,96701,423990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,FIRST HAWAIIAN BANK,HI-01
1000,HAIKU,HI,96708,711510.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,05/07/2020,Celtic Bank Corporation,HI-02
2800,HONOLULU,HI,96817,541219.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,05/13/2020,Central Pacific Bank,HI-01
6400,HONOLULU,HI,96822,236220.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/15/2020,Central Pacific Bank,HI-01
14700,PEARL CITY,HI,96782,445110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,"American Savings Bank, FSB(First State Bank)",HI-01
6714,KAPAA,HI,96746,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,HI-02
10267.5,LIHUE,HI,96766,453220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,05/04/2020,FIRST HAWAIIAN BANK,HI-02
61500,HONOLULU,HI,96813,531390.0,Limited  Liability Company(LLC),Unknown,,Unanswered,5.0,04/15/2020,Central Pacific Bank,HI-01
20800,KAILUA KONA,HI,96734,621330.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,"American Savings Bank, FSB(First State Bank)",HI-02
34800,HONOLULU,HI,96822,621210.0,Limited  Liability Company(LLC),Unknown,,Unanswered,3.0,04/06/2020,Central Pacific Bank,HI-01
30000,KAPOLEI,HI,96707,811121.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,HI-02
33142.5,KIHEI,HI,96753,448190.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
8125,KAPOLEI,HI,96707,621320.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,05/21/2020,WebBank,HI-02
22200,WAIANAE,HI,96792,453110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,6.0,04/28/2020,Central Pacific Bank,HI-02
15300,HONOLULU,HI,96822,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/16/2020,FIRST HAWAIIAN BANK,HI-01
9105,HONOLULU,HI,96819,541430.0,Corporation,Unknown,,Unanswered,1.0,04/27/2020,Bank of Hawaii,HI-01
75000,HONOLULU,HI,96817,722511.0,Sole Proprietorship,Unknown,,Unanswered,3.0,04/07/2020,Central Pacific Bank,HI-01
2800,KIHEI,HI,96753,541512.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2.0,05/07/2020,"American Savings Bank, FSB(First State Bank)",HI-02
4125,HONOLULU,HI,96818,517919.0,Corporation,Unknown,,Unanswered,4.0,05/01/2020,"JPMorgan Chase Bank, National Association",HI-01
20800,HONOLULU,HI,96825,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Central Pacific Bank,HI-01
83716,HONOLULU,HI,96819,423990.0,Corporation,Asian,Male Owned;,Non-Veteran,10.0,06/05/2020,FIRST HAWAIIAN BANK,HI-01
6100,KIHEI,HI,96753,812990.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
1284,KAPAA,HI,96746,453220.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,05/08/2020,Bank of Hawaii,HI-02
26287.5,LIHUE,HI,96766,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/29/2020,Kaua'i Government Employees' FCU;,HI-02
5000,HONOLULU,HI,96822,722513.0,Corporation,Unknown,,Unanswered,2.0,04/15/2020,FIRST HAWAIIAN BANK,HI-01
7100,LIHUE,HI,96766,531110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/14/2020,"American Savings Bank, FSB(First State Bank)",HI-02
82700,KAMUELA,HI,96743,522292.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,04/27/2020,"Flagstar Bank, FSB",HI-02
5927.5,WAILUKU,HI,96793,721310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,07/28/2020,"Fundbox, Inc.",HI-02
18700,HONOLULU,HI,96814,423910.0,Limited  Liability Company(LLC),Unanswered,Male Owned;,Non-Veteran,6.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
69000,HONOLULU,HI,96817,561790.0,Limited  Liability Company(LLC),Unknown,,Unanswered,4.0,05/05/2020,First National Bank Texas,HI-01
16035,HONOLULU,HI,96821,713990.0,Subchapter S Corporation,Unknown,,Unanswered,1.0,04/10/2020,Bank of Hawaii,HI-01
94122.5,HONOLULU,HI,96814,621210.0,Limited  Liability Company(LLC),Unknown,,Unanswered,7.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
5437,HALEIWA,HI,96712,453998.0,Sole Proprietorship,Unanswered,Female Owned,Unanswered,1.0,05/07/2020,Bank of Hawaii,HI-02
777.72,KAPAA,HI,96746,424210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Gather FCU,HI-02
100020,HONOLULU,HI,96814,722513.0,Limited  Liability Company(LLC),Unknown,,Unanswered,14.0,04/16/2020,FIRST HAWAIIAN BANK,HI-01
5805,HONOLULU,HI,96814,531390.0,Sole Proprietorship,Unknown,,Unanswered,,05/15/2020,Bank of Hawaii,HI-01
59095,KANEOHE,HI,96744,561510.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,9.0,05/06/2020,"BOA, National Association",HI-02
7500,HONOLULU,HI,96825,446130.0,Independent Contractors,Unknown,,Unanswered,12.0,04/10/2020,Central Pacific Bank,HI-01
1625,HONOLULU,HI,96819,722511.0,Subchapter S Corporation,Unknown,,Unanswered,2.0,2020-04-30,Celtic Bank Corporation,HI-01
46700,KAILUA KONA,HI,96740,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6.0,04/10/2020,Central Pacific Bank,HI-02
14500,HALEIWA,HI,96712,444190.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,2.0,05/11/2020,"American Savings Bank, FSB",HI-02
15000,HILO,HI,96720,811111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/04/2020,Central Pacific Bank,HI-02
15728.12,HALEIWA,HI,96712,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,05/09/2020,Celtic Bank Corporation,HI-02
80700,HONOLULU,HI,96819,532420.0,Corporation,Unknown,,Unanswered,11.0,05/12/2020,Central Pacific Bank,HI-01
26700,HONOLULU,HI,96813,448310.0,Corporation,Unanswered,Unanswered,Unanswered,0.0,05/03/2020,Central Pacific Bank,HI-01
6929,HONOLULU,HI,96816,453910.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,0.0,05/07/2020,Central Pacific Bank,HI-01
7140.83,KAPAA,HI,96746,236118.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,Gather FCU,HI-02
3925,KAILUA KONA,HI,96740,541921.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/04/2020,FIRST HAWAIIAN BANK,HI-02
13862,KANEOHE,HI,96744,711410.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/12/2020,Bank of Hawaii,HI-02
41667,KAILUA KONA,HI,96734,541611.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,04/14/2020,Central Pacific Bank,HI-02
8800,PAHOA,HI,96778,453998.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/14/2020,Central Pacific Bank,HI-02
61687,MAKAWAO,HI,96768,624120.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,,04/16/2020,Bank of Hawaii,HI-02
3795,HONOLULU,HI,96825,621330.0,Corporation,Unknown,,Unanswered,1.0,05/02/2020,FIRST HAWAIIAN BANK,HI-01
4425,HONOLULU,HI,96815,812112.0,Self-Employed Individuals,Unknown,,Unanswered,1.0,04/29/2020,Central Pacific Bank,HI-01
26177,KAILUA KONA,HI,96734,541330.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,5.0,05/14/2020,"Kabbage, Inc.",HI-02
38200,HONOLULU,HI,96813,541690.0,Sole Proprietorship,Unknown,,Unanswered,3.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-01
2867.5,HONOLULU,HI,96817,999990.0,Subchapter S Corporation,Unknown,,Unanswered,1.0,05/07/2020,FIRST HAWAIIAN BANK,HI-01
72360,LAHAINA,HI,96761,722310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,10.0,04/07/2020,Bank of Hawaii,HI-02
67900,KAPOLEI,HI,96707,445299.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,9.0,04/03/2020,"American Savings Bank, FSB(First State Bank)",HI-02
4500,HILO,HI,96720,811212.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/17/2020,Central Pacific Bank,HI-02
9000,KAHULUI,HI,96732,492210.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,4.0,04/28/2020,Bank of Hawaii,HI-02
61600,WAIPAHU,HI,96797,238210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6.0,04/06/2020,"ASB, FSB",HI-01
82500,HONOLULU,HI,96826,561720.0,Limited  Liability Company(LLC),Unknown,,Unanswered,20.0,04/11/2020,Central Pacific Bank,HI-01
13700,HILO,HI,96720,541110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-02
2281,LAHAINA,HI,96761,624410.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,08/05/2020,"Kabbage, Inc.",HI-02
27500,KANEOHE,HI,96744,812199.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,6.0,04/08/2020,FIRST HAWAIIAN BANK,HI-02
14147,HONOLULU,HI,96816,531210.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/28/2020,Bank of Hawaii,HI-01
5250,HONOLULU,HI,96826,722513.0,Corporation,Unknown,,Unanswered,2.0,04/27/2020,Bank of Hawaii,HI-01
13547,HONOLULU,HI,96815,531210.0,Sole Proprietorship,Unknown,,Unanswered,1.0,05/15/2020,Bank of Hawaii,HI-01
8547,HONOLULU,HI,96817,812112.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,05/11/2020,Bank of Hawaii,HI-01
38332,HONOLULU,HI,96819,424490.0,Corporation,Unknown,,Unanswered,6.0,05/07/2020,FIRST HAWAIIAN BANK,HI-01
29200,HONOLULU,HI,96816,541199.0,Corporation,Unknown,,Unanswered,5.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-01
30300,HONOLULU,HI,96815,812111.0,Self-Employed Individuals,Unknown,,Unanswered,2.0,04/12/2020,Central Pacific Bank,HI-01
130332,HONOLULU,HI,96815,454390.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2020-05-18,"FC MARKETPLACE, LLC (DBA FUNDING CIRCLE)",HI-01
10213.55,KANEOHE,HI,96744,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/04/2020,Celtic Bank Corporation,HI-02
58800,WAIPAHU,HI,96797,532310.0,Corporation,Asian,Male Owned,Non-Veteran,5.0,04/15/2020,Hawaii National Bank.,HI-01
20832,HONOLULU,HI,96813,524210.0,Sole Proprietorship,Unknown,,Unanswered,,06/18/2020,Bank of Hawaii,HI-01
26100,KALAHEO,HI,96741,531120.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/09/2020,FIRST HAWAIIAN BANK,HI-02
3447.3,HONOLULU,HI,96813,812111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/12/2020,Celtic Bank Corporation,HI-01
20200,EWA BEACH,HI,96706,722320.0,Corporation,Unknown,Unanswered,Unanswered,13.0,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-01
4700,HONOLULU,HI,96826,423420.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/10/2020,Central Pacific Bank,HI-01
5300,HONOLULU,HI,96825,531210.0,Independent Contractors,Unknown,,Unanswered,1.0,05/01/2020,"American Savings Bank, FSB(First State Bank)",HI-01
10800,HONOLULU,HI,96816,541613.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/10/2020,Central Pacific Bank,HI-01
13500,WAILUKU,HI,96793,453220.0,Corporation,Unanswered,Male Owned,Non-Veteran,2.0,05/04/2020,"American Savings Bank, FSB",HI-02
52300,KALAHEO,HI,96741,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,7.0,04/05/2020,"ASB, FSB",HI-02
39800,KALAHEO,HI,96741,811111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,4.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
121200,HONOLULU,HI,96816,721199.0,Limited  Liability Company(LLC),Unknown,,Unanswered,22.0,04/15/2020,FIRST HAWAIIAN BANK,HI-01
70557,PRINCEVILLE,HI,96722,711110.0,Partnership,Unanswered,Female Owned,Non-Veteran,31.0,06/26/2020,Intuit Financing Inc.,HI-02
1500,HONOLULU,HI,96825,453220.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,05/26/2020,Central Pacific Bank,HI-01
22700,HONOLULU,HI,96814,541110.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/05/2020,Bank of Hawaii,HI-01
89277,HONOLULU,HI,96818,623110.0,Corporation,Unknown,,Unanswered,13.0,05/11/2020,Bank of Hawaii,HI-01
132500,HONOLULU,HI,96826,722513.0,Corporation,Unknown,,Unanswered,23.0,04/06/2020,Central Pacific Bank,HI-01
32900,HONOLULU,HI,96821,813110.0,Non-Profit Organization,Unknown,,Unanswered,3.0,04/16/2020,Central Pacific Bank,HI-01
30500,WAIKOLOA,HI,96738,561312.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,3.0,04/13/2020,"Readycap Lending, LLC",HI-02
37755,KANEOHE,HI,96744,811121.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,04/16/2020,Bank of Hawaii,HI-02
21665,KAPAA,HI,96746,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2.0,04/13/2020,Bank of Hawaii,HI-02
106000,KANEOHE,HI,96744,622110.0,Corporation,Unanswered,Unanswered,Unanswered,10.0,04/05/2020,Central Pacific Bank,HI-02
50000,KAPOLEI,HI,96707,811121.0,Subchapter S Corporation,Unanswered,Unanswered,Veteran,4.0,04/05/2020,Bank of Hawaii,HI-02
69500,HONOLULU,HI,96825,238210.0,Limited  Liability Company(LLC),Unknown,,Unanswered,7.0,04/12/2020,Central Pacific Bank,HI-01
19025,MAKAWAO,HI,96768,541611.0,Corporation,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,HI-02
44700,OCEAN VIEW,HI,96737,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/09/2020,Central Pacific Bank,HI-02
54800,HONOLULU,HI,96813,531311.0,Corporation,Unknown,,Unanswered,8.0,04/27/2020,FIRST HAWAIIAN BANK,HI-01
13500,KIHEI,HI,96753,713990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2.0,04/11/2020,Bank of Hawaii,HI-02
71400,AIEA,HI,96701,541990.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/08/2020,FIRST HAWAIIAN BANK,HI-01
20832,HONOLULU,HI,96813,531390.0,Sole Proprietorship,Unknown,,Unanswered,,06/23/2020,Bank of Hawaii,HI-01
6695,PEARL CITY,HI,96782,812112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/27/2020,Bank of Hawaii,HI-01
49700,HONOLULU,HI,96817,236115.0,Corporation,Unknown,,Unanswered,9.0,04/13/2020,"American Savings Bank, FSB(First State Bank)",HI-01
2200,EWA BEACH,HI,96706,454390.0,Sole Proprietorship,Unknown,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-01
6557,EWA BEACH,HI,96706,561730.0,Sole Proprietorship,Unknown,Unanswered,Unanswered,1.0,05/11/2020,Bank of Hawaii,HI-01
8345,WAILUKU,HI,96793,423310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/28/2020,Bank of Hawaii,HI-02
3863,KAILUA KONA,HI,96734,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/06/2020,"wells fargo bank, national association",HI-02
6700,HONOLULU,HI,96825,541211.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/12/2020,Bank of Hawaii,HI-01
7250,WAIMANALO,HI,96795,115112.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,04/27/2020,FIRST HAWAIIAN BANK,HI-02
20000,HONOLULU,HI,96815,237990.0,Self-Employed Individuals,Unknown,,Unanswered,1.0,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-01
17600,LAHAINA,HI,96761,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/15/2020,Central Pacific Bank,HI-02
109300,AIEA,HI,96701,424130.0,Corporation,Unanswered,Unanswered,Unanswered,7.0,04/05/2020,"ASB, FSB",HI-01
3241.92,WAHIAWA,HI,96786,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/07/2020,HawaiiUSA FCU,HI-02
50040,KIHEI,HI,96753,722511.0,Corporation,Unanswered,Unanswered,Unanswered,14.0,05/11/2020,Bank of Hawaii,HI-02
25000,KAILUA KONA,HI,96734,722330.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,8.0,04/06/2020,"ASB, FSB",HI-02
52100,HILO,HI,96721,445120.0,Corporation,Unanswered,Male Owned,Veteran,7.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
16052,HONOLULU,HI,96817,624310.0,Limited  Liability Company(LLC),Asian,Male Owned;,Non-Veteran,1.0,04/12/2020,HawaiiUSA FCU,HI-01
47400,HONOLULU,HI,96813,541110.0,Limited  Liability Company(LLC),Unknown,,Unanswered,3.0,04/05/2020,"ASB, FSB",HI-01
54092.5,HONOLULU,HI,96813,621111.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,3.0,04/14/2020,FIRST HAWAIIAN BANK,HI-01
31250,LAHAINA,HI,96761,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,7.0,04/27/2020,Bank of Hawaii,HI-02
76000,HONOLULU,HI,96821,238220.0,Limited  Liability Company(LLC),Unknown,,Unanswered,10.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-01
