id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
308865,"Canards a tete rouge, Salade de laitue",,1,1,1892,1892,0.0,0.0
451459,Moet and Chandon Dry Imperial 1884,,1,1,1888,1888,,
384588,Broiled guinea chicken,,91,92,1918,2928,0.1,1.75
231927,"SHRIMP VEGETABLE Fresh Shrimp Cooked with Hearts of Chinese Greens, Mushrooms and Water Chestnuts",,1,1,1967,1967,2.95,2.95
241639,Tosta de crevettes Rothschild,,1,1,1958,1958,24.0,24.0
319354,"Fresh Jumbo Shrimps (Breaded) with Tartar Sauce, French Fried Potatoes and Cole Slaw",,1,1,1943,1943,0.0,0.0
294885,"Hot Sliced Turkey Sandwich Mornay, in Potato Bordure, with Fresh Asparagus",,1,1,1953,1953,1.65,1.65
470748,Le Potage,,1,1,1977,1977,,
75264,Roquefort Cheese and Bent's Crackers,,1,1,1898,1898,0.0,0.0
2812,Paul Jones,,13,13,1900,1959,0.1,1.5
104232,Schweserpasteten,,1,1,1891,1891,0.0,0.0
311611,Coffee Sundae,,3,3,1939,1948,0.25,0.3
496200,Planked extra delmonico steak,,1,1,1913,1913,2.5,2.5
451220,"34.- Mavrodaphne ""Achaia"" Clauss",,1,1,1959,1959,3.75,3.75
260648,LASAGNES GRATINIERI,,1,1,1987,1987,0.0,0.0
124451,New Beets Fines Herbes,,1,1,1901,1901,0.0,0.0
118619,Perdreaux flanques de Cailles sur Canape,,1,1,1898,1898,0.0,0.0
143368,Rudesheimer 1962 Langenbach,,1,1,0,0,0.0,0.0
501292,"Perrier, Jouet & Co ex sp dry 1900",,1,1,1913,1913,,
363062,Jellied Essence of Beef Tomato or Okra,,1,1,1933,1933,0.0,0.0
305457,Head Lettuce with Thousand Island Dressing,,2,2,1944,1947,0.0,0.0
342208,"BROILED LOBSTER DAINTIES, [DENMARK], DRAWN BUTTER, BROCCOLI, FRENCH FRIED POTATOES",,1,1,1962,1962,0.0,0.0
244104,AMYchili w/meat & beans (seasonal),,1,1,1985,1985,0.0,0.0
375682,Job Genuine Jn Bardou) 100 leaves,,2,2,1920,1920,0.1,0.1
126273,Creme d'Asperges Nouvelles aux Fleurons,,1,1,1906,1906,0.0,0.0
442800,"Tomato, Stuffed a la Meyer (1) ",,1,1,1914,1914,0.35,0.35
160729,"Konigsberger Klops in Kapernsauce, Rote Bete, Kartoffeln",,1,1,1965,1965,0.0,0.0
296409,Kippered Alaska Cod,,1,1,1955,1955,0.0,0.0
377462,"Sardine, Whole",,1,1,1919,1919,0.4,0.4
496347,special-old=fashioned strawberry short cake,,1,1,1913,1913,0.1,0.1
304135,Fried Cherrystone Clams (9),,2,2,1945,1945,0.65,0.65
341505,Apfelsinen-Eis mit Geback,,1,1,1935,1935,0.0,0.0
463188,Chicken Fricassee with Boiled Rice,,1,1,0,0,0.0,0.0
506991,"""neu selters""",,1,1,1918,1918,0.2,0.2
474218,"Fried Mackerel, Mustard sauce",,1,1,1912,1912,0.75,0.75
128329,"Little Neck clams, roasted in shell",,1,1,1900,1900,0.35,0.35
234904,Root Beer Blue Sky Soda,,1,1,1984,1984,1.0,1.0
348598,"SAVENNIERES, Chateau de Chamboureau",,1,1,1938,1938,0.0,0.0
93027,Ecarlate,,1,1,1895,1895,,
80606,"Brandy, Martel XXX",,1,1,1892,1892,2.5,24.0
234259,Brandy (Domestic),,3,3,1947,1966,0.38,0.8
170818,"1964er Chateau La Tour Gayet, Cotes de Blaye A.C.",,1,1,0,0,0.0,0.0
118440,Farcirter Puter a l'imperiale,,1,1,1899,1899,0.0,0.0
40684,Small Tenderloin Steak aux Olives,,2,2,1900,1900,0.0,0.0
509500,"Zwiebelfleisch mit Spätzle, gemischter Salat",,1,1,1978,1978,0.0,0.0
368779,"Soup, Puree Jackson with Leeks and Celery",,1,1,1927,1927,0.0,0.0
111775,Lexington Appetizer,,1,1,1907,1907,0.0,0.0
479488,"""Souther Colada"" - Southern comfort, Ananassaft, Kokosnußcreme",,1,1,0,0,0.0,0.0
377526,"Ham, reduced portion with (2) eggs",,1,1,1919,1919,0.7,0.7
223882,Munchner Sauerkrautplatte reich garniert ,,1,1,1978,1978,0.0,0.0
507483,Champignons à la creme m. ristet Brød,,1,1,0,0,0.0,0.0
68720,Apple or Peach Pie,,9,9,1900,1917,0.05,0.15
141005,Cailles Roties (2 pieces),,1,1,0,0,0.0,0.0
492412,Filet of beef with mushrooms,,1,1,1913,1913,,
383655,"Codfish Tongues, Brown Butter",,13,13,1912,1916,0.35,0.65
452984,Charlotte Klondyke,,1,2,0,0,0.0,0.0
159687,Sherry dry   5 cl,,1,1,0,0,0.0,0.0
401862,"Turkey cutlets, creamed carrots and green peas",,1,1,1917,1917,0.65,0.65
65393,"Beatrice Cake, per lb",,1,1,1900,1900,0.0,0.0
490774,"Filet of Beef, Pique, Colbert",,1,1,1900,1900,,
45137,Brandy Peaches Preserves,,2,2,1898,1900,0.3,0.5
437737,"""HIS EYE BEGETS OCCASION FOR HIS WIT.""",,1,1,1914,1914,,
239709,"Verschiedene gefullte Eier, garniert, Butter und Brot",,1,1,1958,1958,0.0,0.0
35623,Butter served Free with orders amounting to 40c,,1,1,1901,1901,0.0,0.0
232786,Consomme Belle Fermiere,,7,7,1953,1965,0.0,0.0
461512,"roast beef, per cut",,5,5,1914,1914,0.5,0.5
272290,TWO BROILED PORK CHOPS * FF POTATO,,1,1,1961,1961,1.6,2.0
90067,chocolate drink,,10,10,1900,1958,0.1,0.35
336926,Broiled B.C. Salmon,,2,2,1937,1937,0.0,0.0
498937,Fried ham and one fried egg,,2,2,1913,1913,,
139503,GRAVAD STROMMING MAYONAISE,,1,1,1961,1961,0.0,0.0
479871,Blattsalate mit handgeschöpftem Schafskäse,,1,1,0,0,0.0,0.0
290901,Mirtilli Gremolata,,1,1,1963,1963,0.0,0.0
393414,Seidel 20,,1,1,1917,1917,0.4,0.75
79917,Bombe Regence,,1,1,1906,1906,0.4,0.4
229253,"L'Entrecote a la Bercy - New York strip steak, with shallots, and French fried potatoes. ",,1,1,1981,1981,0.0,0.0
320763,Egg Nogg with Brandy,,3,3,1941,1943,0.65,0.75
112781,Rinderzunge  Roastbeef,,1,1,1899,1899,0.0,0.0
84768,Johannisberg Clauss '86,,2,2,1900,1900,1.6,3.0
488107,Sparkling burgundy,,3,3,1913,1918,1.65,3.5
414243,Rye bread and butter,,1,1,1942,1942,0.15,0.15
463027,"Egg, Rose",,1,1,0,0,0.0,0.0
254227,"ORANGE YOU GLAD? You will be when you taste this special blend of mandarin orange sherbet, orange juice and ginger.",,1,1,1987,1987,1.75,1.75
328172,Breast of Chicken in Cream in Shoestring Potato Nest,,1,1,1940,1940,1.0,1.0
323774,Surprise of Fruit,,1,1,1939,1939,0.0,0.0
276177,Cill Mantain Peas,,1,1,1963,1963,0.0,0.0
190157,"Chinese Mushrooms and Pork Chow Mein (Pan Fried Noodles, Soft or Crisp)",,1,1,0,0,0.7,1.3
433070,"Banana Fritters, Brandy Sauce",,3,3,1914,1914,0.1,0.1
480179,1954er Ockfener Beckstein,,1,1,0,0,0.0,0.0
435474,Tortue Verte au Marsala,,1,1,1914,1914,,
354474,*Filet of Sole with Fresh Spinach Florentine,,1,1,1933,1933,0.0,0.0
186399,Rolled Oats with Milk,,5,5,1919,1948,0.2,0.3
260800,Etwas kostlich Erfischendes 1/2 Liter Lagerbier (Hell),,1,1,1962,1962,0.0,0.0
64969,"Rumpsteak, Herb-butter, Turkish Peas, Fried Potatoes",,1,1,1901,1901,0.0,0.0
9425,Puree St. Germain ,,4,4,1900,1906,0.2,0.35
88200,"Lobster, Neptune",,2,2,1905,1905,0.7,1.25
108199,Scuppernung,,1,1,1900,1900,0.0,0.0
195420,Gesalz. spanische Makrele Cowing,,1,1,1910,1910,0.0,0.0
306282,Bean Sprout Foo Young Dan,,1,1,1944,1944,0.5,0.5
26652,Stewed New Beets,,3,3,1900,1906,0.1,0.1
497953,"Veal Cutlet Breaded, Tomato",,0,0,0,0,0.0,0.0
463537,Martinez del Cerro Amontillado Sherry,,1,1,0,0,0.0,0.0
99490,Hamburger Roast tomato sauce,,2,2,1900,1906,0.0,0.0
486991,"Calf's Brains Fried, Tomato Sauce",,2,2,1913,1913,0.45,0.45
213564,Half Florida Grapefruit (in season),,1,1,1975,1975,0.7,0.7
93339,"Manuel Garcia, Puritanos",,4,4,1900,1920,0.15,8.75
131082,Mt. Vernon Cherry Whips,,1,1,1901,1901,0.0,0.0
321713,"Conch Stew with Peas & Rice, Coleslaw, Potato Salad, Vegetables or Bake Potato",,1,1,1995,1995,15.0,15.0
193566,Pruneaux a l'armagnac (Glace vanille),,1,1,0,0,0.0,0.0
401855,"Loin lamb chop, Brussels sprouts (15 min.)",,1,1,1917,1917,0.45,0.45
236264,le gateau maison                (rum cake),,1,1,0,0,0.85,0.85
497446,Château Évangile 1967,,1,1,1976,1976,0.0,0.0
456728,Toasted Rolls with with a small pitcher of cream and with Butter,,1,1,0,0,0.0,0.0
235817,Bavarois aux Framboises Chantilly,,2,2,1966,1966,0.0,0.0
137931,Gran FRITTO DI MISTO MARE,,1,1,1980,1980,0.0,0.0
278471,Omble chevalier au beurre blanc,,1,1,1990,1990,0.0,0.0
64182,Fricandeau Veal and Olives,,1,1,1900,1900,0.0,0.0
350837,Shad Roe Saute Meuniere,,13,14,1933,1933,1.25,1.35
248003,"Broiled Lamp Chops, Two",,1,1,1957,1957,2.75,2.75
122401,"Pepper-pot, Philadelphia style",,1,1,1900,1900,0.0,0.0
336242,Krumbles,,3,3,1921,1937,0.0,0.0
399522,"Strawberry, peach or raspberry jam",,1,1,1917,1917,0.2,0.2
110817,Lady Cakes,,2,2,1907,1921,0.0,0.0
134232,Buergerbrau,,1,1,1900,1900,0.0,0.0
229657,Peach Cocktail with Schwarzwald Kirsch,,2,2,1965,1965,0.0,0.0
367522,Sea Food a la Miramar,,1,1,1933,1933,0.0,0.0
18775,Pouding a l'imperatrix,,1,1,1900,1900,,
207444,"Blue Cheese Dressing, extra",,1,1,1969,1969,0.25,0.25
425017,Hot + Buns,,1,1,1915,1915,0.05,0.05
395720,DINNER READY,,1,1,1917,1917,,
109996,"Cream of Fowl, Souffle",,1,1,1907,1907,0.0,0.0
87553,"Veal Brains, Au Beurre Noir",,1,1,1901,1901,0.0,0.0
435746,Green River Whisky,,1,1,1914,1914,0.15,0.15
456495,"Lobster Newburg, Maryland",,0,0,0,0,0.0,0.0
323938,Chateauneuf du Pape 1933,,2,2,1939,1939,,
251227,St Ivel Cheese,,2,2,1925,1959,,
142989,Vintage Port Martinez 1963,,1,1,1974,1974,0.0,0.0
484955,Fresh Home=made Rhubarb Pie,,7,8,1913,1913,0.05,0.05
456601,Lettuce and Green Pepper salad,,1,1,0,0,0.0,0.0
412450,Cream of Wild Cherry Brandy,,2,2,1917,1917,0.3,0.3
435792,Allash cordial,,1,1,1914,1914,0.15,0.15
514818,Standard Brands BLENDED RYE,,1,1,0,0,0.0,0.0
471273,Eggs and Rarebits,,1,1,1957,1957,,
416761,Delikatess-Häring,,1,1,1906,1906,,
379205,Club Steak with mushrooms,,9,9,1917,1919,2.75,3.7
454936,Chateau Latour Blanche B. & G. Sauternes,,1,1,0,0,0.0,0.0
283273,Gaston de la Grange Napolean Cognac,,1,1,1990,1990,0.0,0.0
19720,Hot Oatmeal and cream,,2,2,1900,1900,0.2,0.2
21522,Mexican Tamales,,2,2,1901,1901,0.25,0.25
413843,"fr Ochsenbrust ""Flamisch"" mit Bouillonkartoffeln und Sahnemeerrettich",,1,1,1973,1973,0.0,0.0
65644,Mignardises,,98,103,1905,1990,0.5,0.5
428742,SORBET CURACAO,,1,1,1915,1915,0.4,0.4
219673,"California Fresh Fruit Salad, with Cottage Cheese, Sour Cream",,1,1,1979,1979,6.5,6.5
341888,Special cup of Tea,,1,1,1935,1935,0.0,0.0
111324,Individual Wedding Cakes for Everybody,,1,1,1907,1907,0.0,0.0
404365,"Broiled flounder, Maitre d'Hotel",,1,1,1917,1917,0.55,0.55
383374,Monks Beard [salad],,1,1,1916,1916,0.4,0.4
396047,Old Navy Scotch whiskey,,2,2,1917,1917,0.3,2.5
387942,"Roast Hot House Baby Lamb, Mint Sauce",,1,1,1918,1918,,
88791,"omelets, varies",,1,1,1897,1897,0.0,0.0
452151,"Taverne Rose Pink, Brut",,1,1,0,0,0.0,0.0
116614,Flannel Cakes with Genuine Maple Syrup,,1,1,1899,1899,0.0,0.0
37410,Kalbfleisch Fricassee,,1,1,1901,1901,0.0,0.0
446024,"Baked sago pudding, lemon cream sauce",,1,1,1917,1917,0.15,0.15
138395,Roast Beef Caliente (sandwich),,1,1,0,0,22.0,22.0
439311,Cold Ferris Ham,,1,1,1905,1905,,
469818,scrambled eggs with truffles,,1,1,1912,1912,1.0,1.0
339165,Banana Royal Parfait,,1,1,1937,1937,0.0,0.0
256276,Tomme de Savoie Cheese,,2,2,1959,1963,0.0,0.0
407548,Kaffee ,,2,2,0,0,0.0,0.0
422736,"Broiled Sweetbreads, green peas",,1,1,1915,1915,0.6,0.6
286986,Assortment of Relishes,,1,1,1963,1963,0.0,0.0
361105,Stuffed Tomato 40,,4,4,1933,1933,0.0,0.0
173991,Raviolo with crabmeat,,1,1,0,0,0.0,0.0
314556,Potatoes or Pot Cheese with Sour Cream,,1,1,1948,1948,0.95,0.95
452805,"Frogs' Legs, American style",,2,2,0,0,0.0,0.0
406726,"broiled breaded chicken, deviled",,1,1,1917,1917,1.5,1.5
486064,Tomatoes or Cucumbers and Lettuce,,1,1,1913,1913,0.15,0.15
321858,"Prime Filet Mignon, with French Fried Potatoes and Salad",,1,1,1972,1972,9.25,9.25
391112,"London Broil on Toast, Tomato Sauce",,1,1,1918,1918,,
137844,Fish Meuniere,,1,1,1968,1968,0.0,0.0
460870,Broiled Small Steak with Potatoes,,1,1,0,0,0.0,0.0
386181,White Rock mineral water,,20,20,1912,1918,0.15,0.5
299974,"Aufschnittplatte, Butter und Brot",,1,1,1955,1955,0.0,0.0
96788,Small Patties a la Royale,,1,1,1894,1894,0.0,0.0
8866,Sarsaparilla Imported,,2,2,1901,1901,0.25,0.25
29876,"Canvas Back Duck, with Fried Hominy",,1,1,1900,1900,0.0,0.0
70222,Cafe Pudding,,1,1,1907,1907,0.25,0.25
199170,Roastbeef Trianon,,1,1,1910,1910,0.0,0.0
329018,Fried (3) Oysters,,1,1,1940,1940,0.25,0.25
412495,Fried codfish cakes tomatoe sce,,1,1,1917,1917,0.25,0.25
15868,"Breast of Lamb, Jardiniere",,3,3,1893,1900,0.0,0.0
386017,Fried or Grilled Sweets Potatoes,,4,4,1918,1918,0.25,0.25
427065,4- MT. POCONO BROOK TROUT -FISHERMAN STYLE Crispy Julienne Potatoes Creamy Cole Slaw,,1,0,1959,1959,3.0,3.0
13018,Toast au Lait,,4,4,1900,1906,0.2,0.25
70553,"Old Golden, Gonzales, Byass & Co.",,1,1,1900,1900,0.75,1.5
455190,"Corn fritters, spaghetti with cheese, new cauliflower, sweet potato",,1,1,0,0,0.0,0.0
25445,Berncasteler Doctor,,27,30,1893,1969,0.0,14.0
235066,Borscht Koop,,1,1,1969,1969,1.3,1.3
215582,Cold: Pickled Pork,,1,1,1901,1901,0.0,0.0
132793,Crepe Suzette,,15,22,1931,1962,0.0,2.25
158772,"Pinot Grigio, Santa Margherita",,2,2,1984,2012,8.95,12.5
497982,saint-marceaux very dry,,1,1,1913,1913,0.0,0.0
24641,"Potatoes, sautees or stewed",,2,2,1900,1901,0.1,0.15
99613,Genuine Gruyere cream cheese,,2,2,1900,1900,0.35,0.35
58304,Shrimp Rice curry,,1,1,1900,1900,0.0,0.0
218219,Artichokes Olive Oil,,1,1,1973,1973,0.0,0.0
276746,"Schweinskotelette vom Grill, Pommes frites und Tomatensalat",,1,1,1959,1959,0.0,0.0
418808,cafe frappe au kirsche,,1,1,1918,1918,0.35,0.35
253651,"Waldorf Salad, Garni",,1,1,1987,1987,0.0,0.0
406024,Turkey Croquettes and Cream Sauce,,1,1,1917,1917,0.2,0.2
486757,"Tenderloin steak, with truffles",,1,1,1913,1913,2.0,2.0
442863,"Anheuser Bush, Budweiser",,1,1,1914,1914,0.2,0.2
142807,Escalopine of Veal au Marsala,,2,2,1955,1961,0.0,0.0
147942,Baked-STuffed Mt. Trout; From the Cold Glacier Waters of Colorado,,1,1,1969,1969,3.75,3.75
311980,Beef Tamale,,3,3,1937,1948,0.3,0.5
110739,Pommes persillades,,1,1,1890,1890,0.0,0.0
276837,Bluefort Cheese and Crackers,,1,1,1954,1954,0.0,0.0
206406,Oysters: Cream Broil,,2,2,1901,1907,0.5,0.5
316424,Sliced Calavo Avocado Crab or Shrimp Salad,,1,1,1948,1948,1.75,1.75
56547,"Cigars, Manuel Garcia, Invencible",,2,2,1901,1901,0.3,6.5
507407,"REUBEN'S SPECIAL Turkey, Roast Virginia Ham, Swiss Cheese, Cole Slaw, Russian Dressing",,0,0,0,0,0.0,0.0
341848,Slice Roast,,1,1,1935,1935,0.0,0.0
283031,"Broiled Calf's Liver with Bacon or Onions, Mashed Potatoes",,1,1,1954,1954,0.0,0.0
51543,"Ice Cream and Ices, Coffee",,1,1,1900,1900,0.2,0.2
51629,Shredded Wheat Biscuit with cream,,11,11,1900,1943,0.0,0.0
409469,Bacon with eggs,,1,1,1939,1939,,
293116,"Fusilli, Funghi salsa",,1,1,1963,1963,0.0,0.0
294579,Oatmeal with Half and Half Cream,,1,1,1953,1953,0.0,0.0
118554,Scholle auf Muller Art,,1,1,1906,1906,0.0,0.0
494938,Œufs Carlton,,1,1,1961,1961,,
197869,"Salad, Brazilienne",,1,1,1907,1907,0.5,0.5
380772,"Crab Gumbo, Creole",,3,3,1914,1916,0.15,0.3
269127,Roast beef Mushroom sauce French fried potatoes,,1,1,1900,1900,0.0,0.0
158616,"Saumon grille, beurre Maitre d'hotel",,1,1,0,0,0.0,0.0
339716,Yorkshire Ham Steak,,1,1,1937,1937,0.0,0.0
165665,"Hønsekod, asparges, champignons, agurk i mayonnaise",,1,1,0,0,0.0,0.0
88324,"Asparagus, Tips in Cream",,1,1,1906,1906,0.4,0.4
466861,Baked Oysters in Shell,,1,1,1917,1917,0.5,0.5
310385,"Sloe Gin Fizz, Imp.",,1,1,1947,1947,0.75,0.75
317235,Garvey's,,1,1,1948,1948,0.75,0.75
252881,Grilled Fresh Calf Liver with Bacon,,1,1,1957,1957,0.0,0.0
436282,Moet Chandon Frappe,,1,1,1888,1888,,
99201,"Sherry, Duff, Gordon & Co",,1,1,1905,1905,0.75,1.5
195279,New-laid Eggs,,7,7,1910,1910,0.0,0.0
196100,"Leg of Pork, Bean Salad",,1,1,1910,1910,0.0,0.0
113553,Cold Capon with Smithfield Ham,,1,1,1905,1905,0.0,0.0
498274,pommes sautées,,1,1,1913,1913,0.5,0.5
458876,"Ch Dillon, N Johnston",,1,1,0,0,0.0,0.0
282334,"BEEF PEPPER STEAK.  Served with vegetable, salad, roll, and choice of potato or rice",,1,1,1988,1988,3.75,3.75
102360,"Dawson's """,,1,1,1900,1900,1.5,1.5
307203,"Rolet Roast ""a la Criolla""",,1,1,1944,1944,0.7,0.7
347572,"MARTINI COCKTAIL - Gine, French Vermouth, Olive",,1,1,1950,1950,0.0,0.0
451690,Mondaine,,2,1,1914,1914,0.5,0.5
392843,"Oysters Half Shell, Cape Cods",,2,2,1917,1918,0.3,0.3
317897,Santa Clara Cabernet,,1,1,1949,1949,0.0,0.0
443029,New Potatoes woth Parsley,,1,1,1916,1916,,
118531,Timbales de Foie-Gras a la Perigord,,1,1,1901,1901,0.0,0.0
44093,Greer's Sctoch Whiskey,,1,1,1900,1900,1.5,1.5
358124,Ayala Brut Champagne,,1,1,1906,1906,0.0,0.0
109002,Sardines and Eggs,,1,1,1907,1907,0.3,0.3
200267,Braised Leg of Mutton,,2,2,1910,1910,0.0,0.0
342575,"Coffee, per pot or Cup",,1,1,1901,1901,0.0,0.0
139437,Frecciarossa,,5,5,1939,1958,0.0,5.0
489930,"Old Seal Brandy, pony",,1,1,1913,1913,5.0,25.0
1821,Extra filet steak,,2,2,1900,1900,1.0,1.0
93212,"Tripe in cream with onions, Shanley",,1,1,1900,1900,0.5,0.5
77130,Filets de basse rayee Cardinal,,1,1,1906,1906,1.0,1.0
27792,Mutton Chops [special],,1,1,1900,1900,0.4,0.4
83230,Vermouth Noilly Prat ou Turin,,1,1,1900,1900,0.0,0.0
133584,Selected Delicacies From Various Countries,,1,1,1969,1969,0.0,0.0
335783,Milk Punch with Egg Mixed Drink,,1,1,1941,1941,0.0,0.0
281411,"2 Eggs, Any Style, served with hashbrowns & hot buttered toast",,1,1,1988,1988,2.5,2.5
84787,Hot Corn Meal Mush and Milk,,1,1,1899,1899,0.0,0.0
426958,"YOKAN, Sweet Japanese confections",,1,1,1985,1985,2.5,2.5
89407,"Green Turtle, aux Cognac",,1,1,1899,1899,0.0,0.0
9474,"Planked Bluefish, Maitre d'hotel",,3,3,1900,1901,,
