,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
37,168751,"HEARTS_OF_LETTUCE,_FRENCH_DRESSING",20,21,,,0.3,0.6
38,115684,FILET_OF_SOLE_FRIED_OR_VIN_BLANC,1,1,,,0.6,0.6
39,133584,SELECTED_DELICACIES_FROM_VARIOUS_COUNTRIES,1,1,1969-01-01T00:00:00Z,1969-01-01T00:00:00Z,0.0,0.0
40,339716,1954ER-OCKFENER-BECKSTEIN,1,1,1937-01-01T00:00:00Z,,0.0,0.0
41,10679,"BAKED_FRESH_MACKEREL,_CREOLE",3,3,,,0.25,0.6
42,151584,BOURBON_WHISKY_FOUR_ROSES_4_CL,1,1,1966-01-01T00:00:00Z,1966-01-01T00:00:00Z,0.0,0.0
43,110817,LADY_CAKES,2,2,,1921-01-01T00:00:00Z,0.0,0.0
44,310385,"SLOE_GIN_FIZZ,_IMP",1,1,1947-01-01T00:00:00Z,,0.75,0.75
45,466861,ROLET_ROAST_A_LA_CRIOLLA,1,1,1917-01-01T00:00:00Z,,0.5,0.5
46,99613,"SADDLE_OF_BABY_LAMB_SARDALAISE,_JELLY_OR_MINT_SAUCE",2,2,,1900-01-01T00:00:00Z,0.35,0.35
47,344502,MACEDOINE-DE-FRUITS-AU-MARASQUIN,1,1,,1935-01-01T00:00:00Z,0.0,0.0
48,486047,"REUBEN'S-SPECIAL-TURKEY,-ROAST-VIRGINIA-HAM,-SWISS-CHEESE,-COLE-SLAW,-RUSSIAN-DRESSING",1,1,1913-01-01T00:00:00Z,1913-01-01T00:00:00Z,0.3,0.3
49,311611,"CANVAS_BACK_DUCK,_WITH_FRIED_HOMINY",3,3,1939-01-01T00:00:00Z,1948-01-01T00:00:00Z,0.25,0.3
