id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
56547,"CIGARS, MANUEL GARCIA, INVENCIBLE",2,2,1901-01-01T00:00:00Z,1901-01-01T00:00:00Z,0.3,6.5
501864,"CANARD MALLARD, ROTI,",1,1,1916-01-01T00:00:00Z,1916-01-01T00:00:00Z,,
500686,BAKED OYSTERS IN SHELL,1,1,1913-01-01T00:00:00Z,1913-01-01T00:00:00Z,0.7,0.7
474767,CANNETON GRILLE,1,1,1912-01-01T00:00:00Z,1912-01-01T00:00:00Z,1.5,3.0
236950,ASSORTED FRENCH CHEESE,3,3,1958-01-01T00:00:00Z,1958-01-01T00:00:00Z,,
307203,"COFFEE ICE CREAM, CARAMEL SAUCE",1,1,1944-01-01T00:00:00Z,1944-01-01T00:00:00Z,0.7,0.7
254227,ASSORTED FRENCH CHEESE,1,1,1987-01-01T00:00:00Z,1987-01-01T00:00:00Z,1.75,1.75
236264,LE GATEAU MAISON (RUM CAKE),1,1,,,0.85,0.85
480179,1954ER OCKFENER BECKSTEIN,1,1,,,0.0,0.0
311980,BEEF TAMALE,3,3,1937-01-01T00:00:00Z,1948-01-01T00:00:00Z,0.3,0.5
471273,EGGS AND RAREBITS,1,1,1957-01-01T00:00:00Z,1957-01-01T00:00:00Z,,
217494,"SADDLE OF BABY LAMB SARDALAISE, JELLY OR MINT SAUCE",1,1,1973-01-01T00:00:00Z,1973-01-01T00:00:00Z,0.0,0.0
392843,"OYSTERS HALF SHELL, CAPE CODS",2,2,1917-01-01T00:00:00Z,1918-01-01T00:00:00Z,0.3,0.3
348598,"SAVENNIERES, CHATEAU DE CHAMBOUREAU",1,1,1938-01-01T00:00:00Z,1938-01-01T00:00:00Z,0.0,0.0
29876,CANNETON GRILLE,1,1,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,0.0,0.0
168751,"HEARTS OF LETTUCE, FRENCH DRESSING",20,21,1913-01-01T00:00:00Z,1964-01-01T00:00:00Z,0.3,0.6
115684,LE GATEAU MAISON (RUM CAKE),1,1,1905-01-01T00:00:00Z,1905-01-01T00:00:00Z,0.6,0.6
133584,COFFEE SUNDAE,1,1,1969-01-01T00:00:00Z,1969-01-01T00:00:00Z,0.0,0.0
339716,YORKSHIRE HAM STEAK,1,1,1937-01-01T00:00:00Z,1937-01-01T00:00:00Z,0.0,0.0
10679,"BAKED FRESH MACKEREL, CREOLE",3,3,1900-01-01T00:00:00Z,1901-01-01T00:00:00Z,0.25,0.6
151584,BOURBON WHISKY FOUR ROSES 4 CL,1,1,1966-01-01T00:00:00Z,1966-01-01T00:00:00Z,0.0,0.0
110817,FINNAN HADDIE OR STRIPED BASS,2,2,1907-01-01T00:00:00Z,1921-01-01T00:00:00Z,0.0,0.0
310385,"SLOE GIN FIZZ, IMP",1,1,1947-01-01T00:00:00Z,1947-01-01T00:00:00Z,0.75,0.75
466861,BAKED OYSTERS IN SHELL,1,1,1917-01-01T00:00:00Z,1917-01-01T00:00:00Z,0.5,0.5
99613,GENUINE GRUYERE CREAM CHEESE,2,2,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,0.35,0.35
344502,MACEDOINE DE FRUITS AU MARASQUIN,1,1,1935-01-01T00:00:00Z,1935-01-01T00:00:00Z,0.0,0.0
486047,"COUNTRY SAUSAGES, FRIED EGG AND BROILED BACON",1,1,1913-01-01T00:00:00Z,1913-01-01T00:00:00Z,0.3,0.3
311611,COFFEE SUNDAE,3,3,1939-01-01T00:00:00Z,1948-01-01T00:00:00Z,0.25,0.3
