id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,Column 9
310385,"SLOE GIN FIZZ, IMP",1.0,1,1947-01-01T00:00:00Z,1947,0.75,0.75,
311611,MEXICAN TAMALES,3.0,3,1939-01-01T00:00:00Z,1948,0.25,0.3,
248003,"LE COQ DE CHOIX A LA CREME ET AU FOIE GRAS, FLAMBE AU COGNAC",1.0,1,1957-01-01T00:00:00Z,1957,2.75,2.75,
190157,"CHINESE MUSHROOMS AND PORK CHOW MEIN (PAN FRIED NOODLES, SOFT OR CRISP)",1.0,1,,0,0.7,1.3,
383374,MONKS BEARD SALAD,1.0,1,1916-01-01T00:00:00Z,1916,0.4,0.4,
455520,"VEAL CUTLET BREADED, TOMATO",,1,,0,0.0,0.0,0.0
368779,"SOUP, PUREE JACKSON WITH LEEKS AND CELERY",1.0,1,1927-01-01T00:00:00Z,1927,0.0,0.0,
413843,"FR OCHSENBRUST ""FLAMISCH"" MIT BOUILLONKARTOFFELN UND SAHNEMEERRETTICH",1.0,1,1973-01-01T00:00:00Z,1973,0.0,0.0,
96287,BOWL OF COLD RICE AND MILK,,1,,1900,1900.0,0.1,0.1
476680,GREEN GODDESS,2.0,2,,0,,,
