id,name,beef_type,egg_type,coffee_type,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
394889,Oyster (saddle Rocks) Fry,False,False,False,,1,1,1917,1917,0.5,0.5
1210,"Lettuce, French Dressing",False,False,False,,71,71,1890,1928,0.1,0.35
428874,"Sweetbread, Tzarine",False,False,False,,6,6,1912,1915,0.75,0.75
452687,"[cold] Egg, Robinson",False,True,False,,1,1,0,0,0,0
71818,"Sweetbread Cutlets, Parisian Fashion",False,False,False,,1,1,1891,1891,0,0
952,Brawn,False,False,False,,158,158,1892,1910,0,0
136635,Sole Grillee Beurre Maitre-d Hotel,False,False,False,,1,1,1976,1976,0,0
249208,Half Fried Spring Chicken ( 25 Mins),False,False,False,,1,1,1957,1957,2.25,2.25
336735,"*whitefish, Amendine",False,False,False,,1,1,1937,1937,0,0
435886,Oyster Omelette With Creamed Potatoes,False,False,False,,1,1,1914,1914,0.5,0.5
80193,Koffie,False,False,False,,19,19,1887,1973,0,0
493662,Madère,False,False,False,,4,4,1880,1928,0,0
293494,"Boiled Fresh Brisket Of Beef, Horseradish Sauce, Bouillon Potatoes",True,False,False,,2,2,1953,1953,0,0
308865,"Canards A Tete Rouge, Salade De Laitue",False,False,False,,1,1,1892,1892,0,0
451459,Moet And Chandon Dry Imperial 1884,False,False,False,,1,1,1888,1888,,
384588,Broiled Guinea Chicken,False,False,False,,91,92,1918,2928,0.1,1.75
231927,"Shrimp Vegetable Fresh Shrimp Cooked With Hearts Of Chinese Greens, Mushrooms And Water Chestnuts",False,False,False,,1,1,1967,1967,2.95,2.95
241639,Tosta De Crevettes Rothschild,False,False,False,,1,1,1958,1958,24,24
319354,"Fresh Jumbo Shrimps (breaded) With Tartar Sauce, French Fried Potatoes And Cole Slaw",False,False,False,,1,1,1943,1943,0,0
294885,"Hot Sliced Turkey Sandwich Mornay, In Potato Bordure, With Fresh Asparagus",False,False,False,,1,1,1953,1953,1.65,1.65
470748,Le Potage,False,False,False,,1,1,1977,1977,,
75264,Roquefort Cheese And Bent's Crackers,False,False,False,,1,1,1898,1898,0,0
2812,Paul Jones,False,False,False,,13,13,1900,1959,0.1,1.5
104232,Schweserpasteten,False,False,False,,1,1,1891,1891,0,0
311611,Coffee Sundae,False,False,True,,3,3,1939,1948,0.25,0.3
496200,Planked Extra Delmonico Steak,False,False,False,,1,1,1913,1913,2.5,2.5
451220,34- Mavrodaphne achaia Clauss,False,False,False,,1,1,1959,1959,3.75,3.75
260648,Lasagnes Gratinieri,False,False,False,,1,1,1987,1987,0,0
124451,New Beets Fines Herbes,False,False,False,,1,1,1901,1901,0,0
118619,Perdreaux Flanques De Cailles Sur Canape,False,False,False,,1,1,1898,1898,0,0
143368,Rudesheimer 1962 Langenbach,False,False,False,,1,1,0,0,0,0
501292,"Perrier, Jouet & Co Ex Sp Dry 1900",False,False,False,,1,1,1913,1913,,
363062,Jellied Essence Of Beef Tomato Or Okra,True,False,False,,1,1,1933,1933,0,0
305457,Head Lettuce With Thousand Island Dressing,False,False,False,,2,2,1944,1947,0,0
342208,"Broiled Lobster Dainties, [denmark], Drawn Butter, Broccoli, French Fried Potatoes",False,False,False,,1,1,1962,1962,0,0
244104,Amychili W/meat & Beans (seasonal),False,False,False,,1,1,1985,1985,0,0
375682,Job Genuine Jn Bardou) 100 Leaves,False,False,False,,2,2,1920,1920,0.1,0.1
126273,Creme D'asperges Nouvelles Aux Fleurons,False,False,False,,1,1,1906,1906,0,0
442800,"Tomato, Stuffed A La Meyer (1)",False,False,False,,1,1,1914,1914,0.35,0.35
160729,"Konigsberger Klops In Kapernsauce, Rote Bete, Kartoffeln",False,False,False,,1,1,1965,1965,0,0
296409,Kippered Alaska Cod,False,False,False,,1,1,1955,1955,0,0
377462,"Sardine, Whole",False,False,False,,1,1,1919,1919,0.4,0.4
496347,Special-old=fashioned Strawberry Short Cake,False,False,False,,1,1,1913,1913,0.1,0.1
304135,Fried Cherrystone Clams (9),False,False,False,,2,2,1945,1945,0.65,0.65
341505,Apfelsinen-eis Mit Geback,False,False,False,,1,1,1935,1935,0,0
463188,Chicken Fricassee With Boiled Rice,False,False,False,,1,1,0,0,0,0
506991,neu Selters,False,False,False,,1,1,1918,1918,0.2,0.2
474218,"Fried Mackerel, Mustard Sauce",False,False,False,,1,1,1912,1912,0.75,0.75
128329,"Little Neck Clams, Roasted In Shell",False,False,False,,1,1,1900,1900,0.35,0.35
234904,Root Beer Blue Sky Soda,False,False,False,,1,1,1984,1984,1,1
348598,"Savennieres, Chateau De Chamboureau",False,False,False,,1,1,1938,1938,0,0
93027,Ecarlate,False,False,False,,1,1,1895,1895,,
80606,"Brandy, Martel Xxx",False,False,False,,1,1,1892,1892,2.5,24
234259,Brandy (domestic),False,False,False,,3,3,1947,1966,0.38,0.8
170818,"1964er Chateau La Tour Gayet, Cotes De Blaye AC",False,False,False,,1,1,0,0,0,0
118440,Farcirter Puter A L'imperiale,False,False,False,,1,1,1899,1899,0,0
40684,Small Tenderloin Steak Aux Olives,False,False,False,,2,2,1900,1900,0,0
509500,"Zwiebelfleisch Mit Spätzle, Gemischter Salat",False,False,False,,1,1,1978,1978,0,0
368779,"Soup, Puree Jackson With Leeks And Celery",False,False,False,,1,1,1927,1927,0,0
111775,Lexington Appetizer,False,False,False,,1,1,1907,1907,0,0
479488,"souther Colada - Southern Comfort, Ananassaft, Kokosnußcreme",False,False,False,,1,1,0,0,0,0
377526,"Ham, Reduced Portion With (2) Eggs",False,False,False,,1,1,1919,1919,0.7,0.7
223882,Munchner Sauerkrautplatte Reich Garniert,False,False,False,,1,1,1978,1978,0,0
507483,Champignons À La Creme M Ristet Brød,False,False,False,,1,1,0,0,0,0
68720,Apple Or Peach Pie,False,False,False,,9,9,1900,1917,0.05,0.15
141005,Cailles Roties (2 Pieces),False,False,False,,1,1,0,0,0,0
492412,Filet Of Beef With Mushrooms,True,False,False,,1,1,1913,1913,,
383655,"Codfish Tongues, Brown Butter",False,False,False,,13,13,1912,1916,0.35,0.65
452984,Charlotte Klondyke,False,False,False,,1,2,0,0,0,0
159687,Sherry Dry 5 Cl,False,False,False,,1,1,0,0,0,0
401862,"Turkey Cutlets, Creamed Carrots And Green Peas",False,False,False,,1,1,1917,1917,0.65,0.65
65393,"Beatrice Cake, Per Lb",False,False,False,,1,1,1900,1900,0,0
490774,"Filet Of Beef, Pique, Colbert",True,False,False,,1,1,1900,1900,,
45137,Brandy Peaches Preserves,False,False,False,,2,2,1898,1900,0.3,0.5
437737,his Eye Begets Occasion For His Wit,False,False,False,,1,1,1914,1914,,
239709,"Verschiedene Gefullte Eier, Garniert, Butter Und Brot",False,False,False,,1,1,1958,1958,0,0
35623,Butter Served Free With Orders Amounting To 40c,False,False,False,,1,1,1901,1901,0,0
232786,Consomme Belle Fermiere,False,False,False,,7,7,1953,1965,0,0
461512,"Roast Beef, Per Cut",True,False,False,,5,5,1914,1914,0.5,0.5
272290,Two Broiled Pork Chops * Ff Potato,False,False,False,,1,1,1961,1961,1.6,2
90067,Chocolate Drink,False,False,False,,10,10,1900,1958,0.1,0.35
336926,Broiled BC Salmon,False,False,False,,2,2,1937,1937,0,0
498937,Fried Ham And One Fried Egg,False,True,False,,2,2,1913,1913,,
139503,Gravad Stromming Mayonaise,False,False,False,,1,1,1961,1961,0,0
479871,Blattsalate Mit Handgeschöpftem Schafskäse,False,False,False,,1,1,0,0,0,0
290901,Mirtilli Gremolata,False,False,False,,1,1,1963,1963,0,0
393414,Seidel 20,False,False,False,,1,1,1917,1917,0.4,0.75
79917,Bombe Regence,False,False,False,,1,1,1906,1906,0.4,0.4
229253,"L'entrecote A La Bercy - New York Strip Steak, With Shallots, And French Fried Potatoes",False,False,False,,1,1,1981,1981,0,0
320763,Egg Nogg With Brandy,False,True,False,,3,3,1941,1943,0.65,0.75
112781,Rinderzunge Roastbeef,False,False,False,,1,1,1899,1899,0,0
84768,Johannisberg Clauss '86,False,False,False,,2,2,1900,1900,1.6,3
488107,Sparkling Burgundy,False,False,False,,3,3,1913,1918,1.65,3.5
414243,Rye Bread And Butter,False,False,False,,1,1,1942,1942,0.15,0.15
463027,"Egg, Rose",False,True,False,,1,1,0,0,0,0
254227,"Orange You Glad You Will Be When You Taste This Special Blend Of Mandarin Orange Sherbet, Orange Juice And Ginger",False,False,False,,1,1,1987,1987,1.75,1.75
328172,Breast Of Chicken In Cream In Shoestring Potato Nest,False,False,False,,1,1,1940,1940,1,1
323774,Surprise Of Fruit,False,False,False,,1,1,1939,1939,0,0
276177,Cill Mantain Peas,False,False,False,,1,1,1963,1963,0,0
190157,"Chinese Mushrooms And Pork Chow Mein (pan Fried Noodles, Soft Or Crisp)",False,False,False,,1,1,0,0,0.7,1.3
433070,"Banana Fritters, Brandy Sauce",False,False,False,,3,3,1914,1914,0.1,0.1
480179,1954er Ockfener Beckstein,False,False,False,,1,1,0,0,0,0
435474,Tortue Verte Au Marsala,False,False,False,,1,1,1914,1914,,
354474,*filet Of Sole With Fresh Spinach Florentine,False,False,False,,1,1,1933,1933,0,0
186399,Rolled Oats With Milk,False,False,False,,5,5,1919,1948,0.2,0.3
260800,Etwas Kostlich Erfischendes 1/2 Liter Lagerbier (hell),False,False,False,,1,1,1962,1962,0,0
64969,"Rumpsteak, Herb-butter, Turkish Peas, Fried Potatoes",False,False,False,,1,1,1901,1901,0,0
9425,Puree St Germain,False,False,False,,4,4,1900,1906,0.2,0.35
88200,"Lobster, Neptune",False,False,False,,2,2,1905,1905,0.7,1.25
108199,Scuppernung,False,False,False,,1,1,1900,1900,0,0
195420,Gesalz Spanische Makrele Cowing,False,False,False,,1,1,1910,1910,0,0
306282,Bean Sprout Foo Young Dan,False,False,False,,1,1,1944,1944,0.5,0.5
26652,Stewed New Beets,False,False,False,,3,3,1900,1906,0.1,0.1
497953,"Veal Cutlet Breaded, Tomato",False,False,False,,0,0,0,0,0,0
463537,Martinez Del Cerro Amontillado Sherry,False,False,False,,1,1,0,0,0,0
99490,Hamburger Roast Tomato Sauce,False,False,False,,2,2,1900,1906,0,0
486991,"Calf's Brains Fried, Tomato Sauce",False,False,False,,2,2,1913,1913,0.45,0.45
213564,Half Florida Grapefruit (in Season),False,False,False,,1,1,1975,1975,0.7,0.7
93339,"Manuel Garcia, Puritanos",False,False,False,,4,4,1900,1920,0.15,8.75
131082,Mt Vernon Cherry Whips,False,False,False,,1,1,1901,1901,0,0
321713,"Conch Stew With Peas & Rice, Coleslaw, Potato Salad, Vegetables Or Bake Potato",False,False,False,,1,1,1995,1995,15,15
193566,Pruneaux A L'armagnac (glace Vanille),False,False,False,,1,1,0,0,0,0
401855,"Loin Lamb Chop, Brussels Sprouts (15 Min)",False,False,False,,1,1,1917,1917,0.45,0.45
236264,Le Gateau Maison (rum Cake),False,False,False,,1,1,0,0,0.85,0.85
497446,Château Évangile 1967,False,False,False,,1,1,1976,1976,0,0
456728,Toasted Rolls With With A Small Pitcher Of Cream And With Butter,False,False,False,,1,1,0,0,0,0
235817,Bavarois Aux Framboises Chantilly,False,False,False,,2,2,1966,1966,0,0
137931,Gran Fritto Di Misto Mare,False,False,False,,1,1,1980,1980,0,0
278471,Omble Chevalier Au Beurre Blanc,False,False,False,,1,1,1990,1990,0,0
64182,Fricandeau Veal And Olives,False,False,False,,1,1,1900,1900,0,0
350837,Shad Roe Saute Meuniere,False,False,False,,13,14,1933,1933,1.25,1.35
248003,"Broiled Lamp Chops, Two",False,False,False,,1,1,1957,1957,2.75,2.75
122401,"Pepper-pot, Philadelphia Style",False,False,False,,1,1,1900,1900,0,0
336242,Krumbles,False,False,False,,3,3,1921,1937,0,0
399522,"Strawberry, Peach Or Raspberry Jam",False,False,False,,1,1,1917,1917,0.2,0.2
110817,Lady Cakes,False,False,False,,2,2,1907,1921,0,0
134232,Buergerbrau,False,False,False,,1,1,1900,1900,0,0
229657,Peach Cocktail With Schwarzwald Kirsch,False,False,False,,2,2,1965,1965,0,0
367522,Sea Food A La Miramar,False,False,False,,1,1,1933,1933,0,0
18775,Pouding A L'imperatrix,False,False,False,,1,1,1900,1900,,
207444,"Blue Cheese Dressing, Extra",False,False,False,,1,1,1969,1969,0.25,0.25
425017,Hot + Buns,False,False,False,,1,1,1915,1915,0.05,0.05
395720,Dinner Ready,False,False,False,,1,1,1917,1917,,
109996,"Cream Of Fowl, Souffle",False,False,False,,1,1,1907,1907,0,0
87553,"Veal Brains, Au Beurre Noir",False,False,False,,1,1,1901,1901,0,0
435746,Green River Whisky,False,False,False,,1,1,1914,1914,0.15,0.15
456495,"Lobster Newburg, Maryland",False,False,False,,0,0,0,0,0,0
323938,Chateauneuf Du Pape 1933,False,False,False,,2,2,1939,1939,,
251227,St Ivel Cheese,False,False,False,,2,2,1925,1959,,
142989,Vintage Port Martinez 1963,False,False,False,,1,1,1974,1974,0,0
484955,Fresh Home=made Rhubarb Pie,False,False,False,,7,8,1913,1913,0.05,0.05
456601,Lettuce And Green Pepper Salad,False,False,False,,1,1,0,0,0,0
412450,Cream Of Wild Cherry Brandy,False,False,False,,2,2,1917,1917,0.3,0.3
435792,Allash Cordial,False,False,False,,1,1,1914,1914,0.15,0.15
514818,Standard Brands Blended Rye,False,False,False,,1,1,0,0,0,0
471273,Eggs And Rarebits,False,False,False,,1,1,1957,1957,,
416761,Delikatess-häring,False,False,False,,1,1,1906,1906,,
379205,Club Steak With Mushrooms,False,False,False,,9,9,1917,1919,2.75,3.7
454936,Chateau Latour Blanche B & G Sauternes,False,False,False,,1,1,0,0,0,0
283273,Gaston De La Grange Napolean Cognac,False,False,False,,1,1,1990,1990,0,0
19720,Hot Oatmeal And Cream,False,False,False,,2,2,1900,1900,0.2,0.2
21522,Mexican Tamales,False,False,False,,2,2,1901,1901,0.25,0.25
413843,Fr Ochsenbrust flamisch Mit Bouillonkartoffeln Und Sahnemeerrettich,False,False,False,,1,1,1973,1973,0,0
65644,Mignardises,False,False,False,,98,103,1905,1990,0.5,0.5
428742,Sorbet Curacao,False,False,False,,1,1,1915,1915,0.4,0.4
219673,"California Fresh Fruit Salad, With Cottage Cheese, Sour Cream",False,False,False,,1,1,1979,1979,6.5,6.5
341888,Special Cup Of Tea,False,False,False,,1,1,1935,1935,0,0
111324,Individual Wedding Cakes For Everybody,False,False,False,,1,1,1907,1907,0,0
404365,"Broiled Flounder, Maitre D'hotel",False,False,False,,1,1,1917,1917,0.55,0.55
383374,Monks Beard [salad],False,False,False,,1,1,1916,1916,0.4,0.4
396047,Old Navy Scotch Whiskey,False,False,False,,2,2,1917,1917,0.3,2.5
387942,"Roast Hot House Baby Lamb, Mint Sauce",False,False,False,,1,1,1918,1918,,
88791,"Omelets, Varies",False,False,False,,1,1,1897,1897,0,0
452151,"Taverne Rose Pink, Brut",False,False,False,,1,1,0,0,0,0
116614,Flannel Cakes With Genuine Maple Syrup,False,False,False,,1,1,1899,1899,0,0
37410,Kalbfleisch Fricassee,False,False,False,,1,1,1901,1901,0,0
446024,"Baked Sago Pudding, Lemon Cream Sauce",False,False,False,,1,1,1917,1917,0.15,0.15
138395,Roast Beef Caliente (sandwich),True,False,False,,1,1,0,0,22,22
439311,Cold Ferris Ham,False,False,False,,1,1,1905,1905,,
469818,Scrambled Eggs With Truffles,False,False,False,,1,1,1912,1912,1,1
339165,Banana Royal Parfait,False,False,False,,1,1,1937,1937,0,0
256276,Tomme De Savoie Cheese,False,False,False,,2,2,1959,1963,0,0
407548,Kaffee,False,False,False,,2,2,0,0,0,0
422736,"Broiled Sweetbreads, Green Peas",False,False,False,,1,1,1915,1915,0.6,0.6
286986,Assortment Of Relishes,False,False,False,,1,1,1963,1963,0,0
361105,Stuffed Tomato 40,False,False,False,,4,4,1933,1933,0,0
173991,Raviolo With Crabmeat,False,False,False,,1,1,0,0,0,0
314556,Potatoes Or Pot Cheese With Sour Cream,False,False,False,,1,1,1948,1948,0.95,0.95
452805,"Frogs' Legs, American Style",False,False,False,,2,2,0,0,0,0
406726,"Broiled Breaded Chicken, Deviled",False,False,False,,1,1,1917,1917,1.5,1.5
486064,Tomatoes Or Cucumbers And Lettuce,False,False,False,,1,1,1913,1913,0.15,0.15
321858,"Prime Filet Mignon, With French Fried Potatoes And Salad",False,False,False,,1,1,1972,1972,9.25,9.25
391112,"London Broil On Toast, Tomato Sauce",False,False,False,,1,1,1918,1918,,
137844,Fish Meuniere,False,False,False,,1,1,1968,1968,0,0
460870,Broiled Small Steak With Potatoes,False,False,False,,1,1,0,0,0,0
386181,White Rock Mineral Water,False,False,False,,20,20,1912,1918,0.15,0.5
299974,"Aufschnittplatte, Butter Und Brot",False,False,False,,1,1,1955,1955,0,0
96788,Small Patties A La Royale,False,False,False,,1,1,1894,1894,0,0
8866,Sarsaparilla Imported,False,False,False,,2,2,1901,1901,0.25,0.25
29876,"Canvas Back Duck, With Fried Hominy",False,False,False,,1,1,1900,1900,0,0
70222,Cafe Pudding,False,False,False,,1,1,1907,1907,0.25,0.25
199170,Roastbeef Trianon,False,False,False,,1,1,1910,1910,0,0
329018,Fried (3) Oysters,False,False,False,,1,1,1940,1940,0.25,0.25
412495,Fried Codfish Cakes Tomatoe Sce,False,False,False,,1,1,1917,1917,0.25,0.25
15868,"Breast Of Lamb, Jardiniere",False,False,False,,3,3,1893,1900,0,0
386017,Fried Or Grilled Sweets Potatoes,False,False,False,,4,4,1918,1918,0.25,0.25
427065,4- Mt Pocono Brook Trout -fisherman Style Crispy Julienne Potatoes Creamy Cole Slaw,False,False,False,,1,0,1959,1959,3,3
13018,Toast Au Lait,False,False,False,,4,4,1900,1906,0.2,0.25
70553,"Old Golden, Gonzales, Byass & Co",False,False,False,,1,1,1900,1900,0.75,1.5
455190,"Corn Fritters, Spaghetti With Cheese, New Cauliflower, Sweet Potato",False,False,False,,1,1,0,0,0,0
25445,Berncasteler Doctor,False,False,False,,27,30,1893,1969,0,14
235066,Borscht Koop,False,False,False,,1,1,1969,1969,1.3,1.3
215582,Cold: Pickled Pork,False,False,False,,1,1,1901,1901,0,0
132793,Crepe Suzette,False,False,False,,15,22,1931,1962,0,2.25
158772,"Pinot Grigio, Santa Margherita",False,False,False,,2,2,1984,2012,8.95,12.5
497982,Saint-marceaux Very Dry,False,False,False,,1,1,1913,1913,0,0
24641,"Potatoes, Sautees Or Stewed",False,False,False,,2,2,1900,1901,0.1,0.15
99613,Genuine Gruyere Cream Cheese,False,False,False,,2,2,1900,1900,0.35,0.35
58304,Shrimp Rice Curry,False,False,False,,1,1,1900,1900,0,0
218219,Artichokes Olive Oil,False,False,False,,1,1,1973,1973,0,0
276746,"Schweinskotelette Vom Grill, Pommes Frites Und Tomatensalat",False,False,False,,1,1,1959,1959,0,0
418808,Cafe Frappe Au Kirsche,False,False,False,,1,1,1918,1918,0.35,0.35
253651,"Waldorf Salad, Garni",False,False,False,,1,1,1987,1987,0,0
406024,Turkey Croquettes And Cream Sauce,False,False,False,,1,1,1917,1917,0.2,0.2
486757,"Tenderloin Steak, With Truffles",False,False,False,,1,1,1913,1913,2,2
442863,"Anheuser Bush, Budweiser",False,False,False,,1,1,1914,1914,0.2,0.2
142807,Escalopine Of Veal Au Marsala,False,False,False,,2,2,1955,1961,0,0
147942,Baked-stuffed Mt Trout From The Cold Glacier Waters Of Colorado,False,False,False,,1,1,1969,1969,3.75,3.75
311980,Beef Tamale,True,False,False,,3,3,1937,1948,0.3,0.5
110739,Pommes Persillades,False,False,False,,1,1,1890,1890,0,0
276837,Bluefort Cheese And Crackers,False,False,False,,1,1,1954,1954,0,0
206406,Oysters: Cream Broil,False,False,False,,2,2,1901,1907,0.5,0.5
316424,Sliced Calavo Avocado Crab Or Shrimp Salad,False,False,False,,1,1,1948,1948,1.75,1.75
56547,"Cigars, Manuel Garcia, Invencible",False,False,False,,2,2,1901,1901,0.3,6.5
507407,"Reuben's Special Turkey, Roast Virginia Ham, Swiss Cheese, Cole Slaw, Russian Dressing",False,False,False,,0,0,0,0,0,0
341848,Slice Roast,False,False,False,,1,1,1935,1935,0,0
283031,"Broiled Calf's Liver With Bacon Or Onions, Mashed Potatoes",False,False,False,,1,1,1954,1954,0,0
51543,"Ice Cream And Ices, Coffee",False,False,True,,1,1,1900,1900,0.2,0.2
51629,Shredded Wheat Biscuit With Cream,False,False,False,,11,11,1900,1943,0,0
409469,Bacon With Eggs,False,False,False,,1,1,1939,1939,,
293116,"Fusilli, Funghi Salsa",False,False,False,,1,1,1963,1963,0,0
294579,Oatmeal With Half And Half Cream,False,False,False,,1,1,1953,1953,0,0
118554,Scholle Auf Muller Art,False,False,False,,1,1,1906,1906,0,0
494938,Œufs Carlton,False,False,False,,1,1,1961,1961,,
197869,"Salad, Brazilienne",False,False,False,,1,1,1907,1907,0.5,0.5
380772,"Crab Gumbo, Creole",False,False,False,,3,3,1914,1916,0.15,0.3
269127,Roast Beef Mushroom Sauce French Fried Potatoes,True,False,False,,1,1,1900,1900,0,0
158616,"Saumon Grille, Beurre Maitre D'hotel",False,False,False,,1,1,0,0,0,0
339716,Yorkshire Ham Steak,False,False,False,,1,1,1937,1937,0,0
165665,"Hønsekod, Asparges, Champignons, Agurk I Mayonnaise",False,False,False,,1,1,0,0,0,0
88324,"Asparagus, Tips In Cream",False,False,False,,1,1,1906,1906,0.4,0.4
